paragraph,TR_entailment,label,error (temporal/events),readability (1-4),relevance (1-4),event type (implicit/explicit),relevant/irrelevant context paragraph,NOTES
"on may 13, 2021, bsbsil denied maxims appeal. bcbsils denial of the appeal stated its grounds for denial as the nursing services rendered to case 3:22-cv-03091 document 1 filed 05/26/22 page 5 of 17 lou v. accenture u.s. group health plan, et al., complaint 6 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 audrey were custodial care in nature and do not require the skills and professional training of skilled nurses. on july 10, 2021, mr. lou filed a second appeal, again submitting extensive evidence of audreys ongoing need for the daily skilled nursing care prescribed by her doctors and evidence that audreys need for daily skilled nursing care had not changed nor diminished over the period for which claims were submitted. bcbsil failed to comply with the terms of the plan and the requirements of the erisa regulations and failed to timely issue a benefit determination on mr. lous appeal filed july 10,",BCBSIL's denial of the appeal follows Maxim's submission of their appeal.,,,,,,,
"after you have uploaded all your files for transfer, click ""upload &amp; send now"" to send the files. case 2:22-cv-04603 document 1 filed 11/17/22 page 36 of 47 administrative subpoena safety light, page 2 the submission must be made under sworn certificate, in the form attached, by the person or party to whom it is issued or by a person or persons having knowledge of the related facts and circumstances. inquiries concerning compliance with the subpoena should be directed to danielle rodriguez, office of the general counsel, at (202) 445- this subpoena shall be deemed continuing as if it were issued pursuant to rule 26(e) of the federal rules of civil procedure. if, after the requested documents have been produced, you obtain knowledge of additional documents in your possession that satisfy the requirements of this subpoena, or new documents are prepared or otherwise come into your possession that satisfy the requirements of this subpoena, then you must supplement your response by producing such documents. issued at washington, d.c., this 17th day of october, ___________________________________ c. wayne owen pension benefit guaranty corporation office of the general counsel case 2:22-cv-04603 document 1 filed 11/17/22 page 37 of 47 administrative subpoena safety light, page 3 certification for demand for documents pbgc case no: d20229533 recipient: edward silverthorn, secretary safety light corporation c/o isolite corporation 31 waterloo avenue berwyn, pa 19312-1730 re: pension plan for hourly employees of safety light corporation all documents required by the subpoena dated october 17, 2022 that are in the possession, custody, control, or knowledge of safety light corporation or in the possession, custody, control, or knowledge of the employees, agents, or contractors of safety light corporation have been submitted to danielle rodriguez, the person so designated by the pension benefit guaranty corporation. i certify under penalty of perjury that the foregoing is true and correct. executed on ____________________________ (date) ____________________________________ (signature) ______________________________________ (title) case 2:22-cv-04603 document 1 filed 11/17/22 page 38 of 47 administrative subpoena safety light, page 4 definitions for purposes of responding to this subpoena, the following definitions shall apply to each of the following terms as used herein: (1) contact information means the office street address, home street address, email address, office telephone number, home telephone number, and cellular telephone number, last known to you. (2) ""controlled group"" means, in connection with any person, a group consisting of such person and all other persons under common control with such person. the determination of whether two or more persons are under ""common control"" shall be made under regulations of the pension benefit guaranty corporation which are consistent and coextensive with regulations prescribed by the secretary of the treasury under subsections (b) and (c) of section 414 of the internal revenue code. see erisa 4001(a)(14), 29 u.s.c. 1301(a)(14). (3) document means the entirety and all parts (including amendments, attachments, metadata) of the original and of any non-identical copy (including any copy differing from the original because of notes made thereon, or attached thereto) of all materials within the meaning of document or electronically stored information in federal rule of civil procedure 34, including: writings, drawings, graphs, charts, tapes, phone records; electronic mail and attachments thereto; electronically stored information, data, and data compilations recorded in, or recoverable from, any medium from which information can be obtained, whether electronic, mechanical, magnetic, optical or otherwise; correspondence, facsimile, telegrams, and other written communications; reports and recordings of telephone and other communications, interviews or conferences; appointment books, diaries, and calendars; confirmations, invoices, receipts, adding machine tapes, calculations, ledgers, journals, and books of account; notes, memoranda, analyses, reports, studies, forecasts, work papers and minutes of meetings; photographs, microfiche, microfilm, videotape, recordings, motion pictures; and drafts of and amendments and attachments to any of the foregoing, however denominated. (4) ""document relating to"" means any document, any portion of which contains a discussion of, comments on, evaluation of, relevance to or connection with the specified subject matter. (5) including"" or ""includes"" without any limitation means ""including, but not limited to."" (6) ""person"" or ""persons"" means any natural person, proprietorship, partnership, corporation, group, entity, firm, association or organization. case 2:22-cv-04603 document 1 filed 11/17/22 page 39 of 47 administrative subpoena safety light, page 5 (7) plan means the pension plan for hourly employees of safety light corporation, as is sponsored by safety light corporation. (8) plan sponsor means safety light corporation, a pennsylvania corporation that has its principal place of business in bloomsburg, pennsylvania. (9) possession, custody or control"" means to own, to hold, to have custody of, both mediately and immediately; to have control, dominion or authority over, to have, mediately or immediately, the power of disposition over or to be able to direct, or to have the power to influence the actions of, mediately or immediately, persons or other agents who have the power to direct or influence the disposition of certain documents. further, the term ""to possess"" or ""possession"" shall have any additional meaning given it in common or current usage. (10) required documents means the documents listed in schedule a to the subpoena. case 2:22-cv-04603 document 1 filed 11/17/22 page 40 of 47 administrative subpoena safety light, page 6 instructions (a) provide all of the requested documents in your possession or under your control, including all such documents in the possession of your current or former employees, agents, directors, or officers, including attorneys, accountants, investment bankers/financial advisors, and actuaries; and identify, by number, the document and information request to which each document responds. to the extent that you have already produced documents that are responsive to any request contained herein, in response to such request, provide the date that the documents were produced, and identify to which document and information request the documents respond. (b) when asked to identify or explain, please answer the request fully based upon the knowledge of those under the control of safety light corporation. (c) these requests for documents and information are continuing in character, so as to require you to supplement them if you later discover further or different required documents or information. (d) if any required document is withheld on the ground that it is privileged or any other ground, state: (1) the date of the document; (2) the name of each person to whom the document is addressed; (3) the name of each person, other than the addressee(s), to whom the document has been sent or shown; (4) the name of each person who signed or authored the document; (5) the title and job description of each person identified in (2), (3), and (4) above; (6) the subject of the document and the number of pages in the document; (7) the specific privilege claimed and the grounds for such claim; and (8) the name and address of the person who has custody of the document. (e) if only a portion of a required document is privileged, produce the document in redacted form, redacting only the portion that you assert is privileged, and provide a written statement containing the specific privilege claimed and the grounds for such claim, and the name and the title of each person, other than the addressee(s), to whom the document has been sent or shown. (f) if any required document that would have been responsive has been destroyed, (1) identify the document; (2) state the date of its destruction; (3) identify the person responsible for its destruction; and (4) identify and produce any document directing that the document be destroyed. case 2:22-cv-04603 document 1 filed 11/17/22 page 41 of 47 administrative subpoena safety light, page 7 schedule a - documents to be produced i. document requests: plan information",Directing inquiries to Danielle Rodriguez precedes her response to the inquiries concerning compliance with the subpoena.,,,,,,,
"after you have uploaded all your files for transfer, click ""upload &amp; send now"" to send the files. case 2:22-cv-04603 document 1 filed 11/17/22 page 36 of 47 administrative subpoena safety light, page 2 the submission must be made under sworn certificate, in the form attached, by the person or party to whom it is issued or by a person or persons having knowledge of the related facts and circumstances. inquiries concerning compliance with the subpoena should be directed to danielle rodriguez, office of the general counsel, at (202) 445- this subpoena shall be deemed continuing as if it were issued pursuant to rule 26(e) of the federal rules of civil procedure. if, after the requested documents have been produced, you obtain knowledge of additional documents in your possession that satisfy the requirements of this subpoena, or new documents are prepared or otherwise come into your possession that satisfy the requirements of this subpoena, then you must supplement your response by producing such documents. issued at washington, d.c., this 17th day of october, ___________________________________ c. wayne owen pension benefit guaranty corporation office of the general counsel case 2:22-cv-04603 document 1 filed 11/17/22 page 37 of 47 administrative subpoena safety light, page 3 certification for demand for documents pbgc case no: d20229533 recipient: edward silverthorn, secretary safety light corporation c/o isolite corporation 31 waterloo avenue berwyn, pa 19312-1730 re: pension plan for hourly employees of safety light corporation all documents required by the subpoena dated october 17, 2022 that are in the possession, custody, control, or knowledge of safety light corporation or in the possession, custody, control, or knowledge of the employees, agents, or contractors of safety light corporation have been submitted to danielle rodriguez, the person so designated by the pension benefit guaranty corporation. i certify under penalty of perjury that the foregoing is true and correct. executed on ____________________________ (date) ____________________________________ (signature) ______________________________________ (title) case 2:22-cv-04603 document 1 filed 11/17/22 page 38 of 47 administrative subpoena safety light, page 4 definitions for purposes of responding to this subpoena, the following definitions shall apply to each of the following terms as used herein: (1) contact information means the office street address, home street address, email address, office telephone number, home telephone number, and cellular telephone number, last known to you. (2) ""controlled group"" means, in connection with any person, a group consisting of such person and all other persons under common control with such person. the determination of whether two or more persons are under ""common control"" shall be made under regulations of the pension benefit guaranty corporation which are consistent and coextensive with regulations prescribed by the secretary of the treasury under subsections (b) and (c) of section 414 of the internal revenue code. see erisa 4001(a)(14), 29 u.s.c. 1301(a)(14). (3) document means the entirety and all parts (including amendments, attachments, metadata) of the original and of any non-identical copy (including any copy differing from the original because of notes made thereon, or attached thereto) of all materials within the meaning of document or electronically stored information in federal rule of civil procedure 34, including: writings, drawings, graphs, charts, tapes, phone records; electronic mail and attachments thereto; electronically stored information, data, and data compilations recorded in, or recoverable from, any medium from which information can be obtained, whether electronic, mechanical, magnetic, optical or otherwise; correspondence, facsimile, telegrams, and other written communications; reports and recordings of telephone and other communications, interviews or conferences; appointment books, diaries, and calendars; confirmations, invoices, receipts, adding machine tapes, calculations, ledgers, journals, and books of account; notes, memoranda, analyses, reports, studies, forecasts, work papers and minutes of meetings; photographs, microfiche, microfilm, videotape, recordings, motion pictures; and drafts of and amendments and attachments to any of the foregoing, however denominated. (4) ""document relating to"" means any document, any portion of which contains a discussion of, comments on, evaluation of, relevance to or connection with the specified subject matter. (5) including"" or ""includes"" without any limitation means ""including, but not limited to."" (6) ""person"" or ""persons"" means any natural person, proprietorship, partnership, corporation, group, entity, firm, association or organization. case 2:22-cv-04603 document 1 filed 11/17/22 page 39 of 47 administrative subpoena safety light, page 5 (7) plan means the pension plan for hourly employees of safety light corporation, as is sponsored by safety light corporation. (8) plan sponsor means safety light corporation, a pennsylvania corporation that has its principal place of business in bloomsburg, pennsylvania. (9) possession, custody or control"" means to own, to hold, to have custody of, both mediately and immediately; to have control, dominion or authority over, to have, mediately or immediately, the power of disposition over or to be able to direct, or to have the power to influence the actions of, mediately or immediately, persons or other agents who have the power to direct or influence the disposition of certain documents. further, the term ""to possess"" or ""possession"" shall have any additional meaning given it in common or current usage. (10) required documents means the documents listed in schedule a to the subpoena. case 2:22-cv-04603 document 1 filed 11/17/22 page 40 of 47 administrative subpoena safety light, page 6 instructions (a) provide all of the requested documents in your possession or under your control, including all such documents in the possession of your current or former employees, agents, directors, or officers, including attorneys, accountants, investment bankers/financial advisors, and actuaries; and identify, by number, the document and information request to which each document responds. to the extent that you have already produced documents that are responsive to any request contained herein, in response to such request, provide the date that the documents were produced, and identify to which document and information request the documents respond. (b) when asked to identify or explain, please answer the request fully based upon the knowledge of those under the control of safety light corporation. (c) these requests for documents and information are continuing in character, so as to require you to supplement them if you later discover further or different required documents or information. (d) if any required document is withheld on the ground that it is privileged or any other ground, state: (1) the date of the document; (2) the name of each person to whom the document is addressed; (3) the name of each person, other than the addressee(s), to whom the document has been sent or shown; (4) the name of each person who signed or authored the document; (5) the title and job description of each person identified in (2), (3), and (4) above; (6) the subject of the document and the number of pages in the document; (7) the specific privilege claimed and the grounds for such claim; and (8) the name and address of the person who has custody of the document. (e) if only a portion of a required document is privileged, produce the document in redacted form, redacting only the portion that you assert is privileged, and provide a written statement containing the specific privilege claimed and the grounds for such claim, and the name and the title of each person, other than the addressee(s), to whom the document has been sent or shown. (f) if any required document that would have been responsive has been destroyed, (1) identify the document; (2) state the date of its destruction; (3) identify the person responsible for its destruction; and (4) identify and produce any document directing that the document be destroyed. case 2:22-cv-04603 document 1 filed 11/17/22 page 41 of 47 administrative subpoena safety light, page 7 schedule a - documents to be produced i. document requests: plan information",The act of uploading all files for transfer happens before clicking on 'upload & send now' to send the files.,,,,,,,
"after you have uploaded all your files for transfer, click ""upload &amp; send now"" to send the files. case 2:22-cv-04603 document 1 filed 11/17/22 page 36 of 47 administrative subpoena safety light, page 2 the submission must be made under sworn certificate, in the form attached, by the person or party to whom it is issued or by a person or persons having knowledge of the related facts and circumstances. inquiries concerning compliance with the subpoena should be directed to danielle rodriguez, office of the general counsel, at (202) 445- this subpoena shall be deemed continuing as if it were issued pursuant to rule 26(e) of the federal rules of civil procedure. if, after the requested documents have been produced, you obtain knowledge of additional documents in your possession that satisfy the requirements of this subpoena, or new documents are prepared or otherwise come into your possession that satisfy the requirements of this subpoena, then you must supplement your response by producing such documents. issued at washington, d.c., this 17th day of october, ___________________________________ c. wayne owen pension benefit guaranty corporation office of the general counsel case 2:22-cv-04603 document 1 filed 11/17/22 page 37 of 47 administrative subpoena safety light, page 3 certification for demand for documents pbgc case no: d20229533 recipient: edward silverthorn, secretary safety light corporation c/o isolite corporation 31 waterloo avenue berwyn, pa 19312-1730 re: pension plan for hourly employees of safety light corporation all documents required by the subpoena dated october 17, 2022 that are in the possession, custody, control, or knowledge of safety light corporation or in the possession, custody, control, or knowledge of the employees, agents, or contractors of safety light corporation have been submitted to danielle rodriguez, the person so designated by the pension benefit guaranty corporation. i certify under penalty of perjury that the foregoing is true and correct. executed on ____________________________ (date) ____________________________________ (signature) ______________________________________ (title) case 2:22-cv-04603 document 1 filed 11/17/22 page 38 of 47 administrative subpoena safety light, page 4 definitions for purposes of responding to this subpoena, the following definitions shall apply to each of the following terms as used herein: (1) contact information means the office street address, home street address, email address, office telephone number, home telephone number, and cellular telephone number, last known to you. (2) ""controlled group"" means, in connection with any person, a group consisting of such person and all other persons under common control with such person. the determination of whether two or more persons are under ""common control"" shall be made under regulations of the pension benefit guaranty corporation which are consistent and coextensive with regulations prescribed by the secretary of the treasury under subsections (b) and (c) of section 414 of the internal revenue code. see erisa 4001(a)(14), 29 u.s.c. 1301(a)(14). (3) document means the entirety and all parts (including amendments, attachments, metadata) of the original and of any non-identical copy (including any copy differing from the original because of notes made thereon, or attached thereto) of all materials within the meaning of document or electronically stored information in federal rule of civil procedure 34, including: writings, drawings, graphs, charts, tapes, phone records; electronic mail and attachments thereto; electronically stored information, data, and data compilations recorded in, or recoverable from, any medium from which information can be obtained, whether electronic, mechanical, magnetic, optical or otherwise; correspondence, facsimile, telegrams, and other written communications; reports and recordings of telephone and other communications, interviews or conferences; appointment books, diaries, and calendars; confirmations, invoices, receipts, adding machine tapes, calculations, ledgers, journals, and books of account; notes, memoranda, analyses, reports, studies, forecasts, work papers and minutes of meetings; photographs, microfiche, microfilm, videotape, recordings, motion pictures; and drafts of and amendments and attachments to any of the foregoing, however denominated. (4) ""document relating to"" means any document, any portion of which contains a discussion of, comments on, evaluation of, relevance to or connection with the specified subject matter. (5) including"" or ""includes"" without any limitation means ""including, but not limited to."" (6) ""person"" or ""persons"" means any natural person, proprietorship, partnership, corporation, group, entity, firm, association or organization. case 2:22-cv-04603 document 1 filed 11/17/22 page 39 of 47 administrative subpoena safety light, page 5 (7) plan means the pension plan for hourly employees of safety light corporation, as is sponsored by safety light corporation. (8) plan sponsor means safety light corporation, a pennsylvania corporation that has its principal place of business in bloomsburg, pennsylvania. (9) possession, custody or control"" means to own, to hold, to have custody of, both mediately and immediately; to have control, dominion or authority over, to have, mediately or immediately, the power of disposition over or to be able to direct, or to have the power to influence the actions of, mediately or immediately, persons or other agents who have the power to direct or influence the disposition of certain documents. further, the term ""to possess"" or ""possession"" shall have any additional meaning given it in common or current usage. (10) required documents means the documents listed in schedule a to the subpoena. case 2:22-cv-04603 document 1 filed 11/17/22 page 40 of 47 administrative subpoena safety light, page 6 instructions (a) provide all of the requested documents in your possession or under your control, including all such documents in the possession of your current or former employees, agents, directors, or officers, including attorneys, accountants, investment bankers/financial advisors, and actuaries; and identify, by number, the document and information request to which each document responds. to the extent that you have already produced documents that are responsive to any request contained herein, in response to such request, provide the date that the documents were produced, and identify to which document and information request the documents respond. (b) when asked to identify or explain, please answer the request fully based upon the knowledge of those under the control of safety light corporation. (c) these requests for documents and information are continuing in character, so as to require you to supplement them if you later discover further or different required documents or information. (d) if any required document is withheld on the ground that it is privileged or any other ground, state: (1) the date of the document; (2) the name of each person to whom the document is addressed; (3) the name of each person, other than the addressee(s), to whom the document has been sent or shown; (4) the name of each person who signed or authored the document; (5) the title and job description of each person identified in (2), (3), and (4) above; (6) the subject of the document and the number of pages in the document; (7) the specific privilege claimed and the grounds for such claim; and (8) the name and address of the person who has custody of the document. (e) if only a portion of a required document is privileged, produce the document in redacted form, redacting only the portion that you assert is privileged, and provide a written statement containing the specific privilege claimed and the grounds for such claim, and the name and the title of each person, other than the addressee(s), to whom the document has been sent or shown. (f) if any required document that would have been responsive has been destroyed, (1) identify the document; (2) state the date of its destruction; (3) identify the person responsible for its destruction; and (4) identify and produce any document directing that the document be destroyed. case 2:22-cv-04603 document 1 filed 11/17/22 page 41 of 47 administrative subpoena safety light, page 7 schedule a - documents to be produced i. document requests: plan information",Producing the required documents follows the event of being issued with a subpoena.,,,,,,,
"the plans summary plan description (spd) states that accenture is responsible for formulating and carrying out all rules and regulations necessary to administer the plan and has sole discretionary authority to make factual determinations and decisions regarding eligibility or benefits of employees and participants in the plan. the spd states that accenture has delegated to an appeals committee and to one or more claims administrators and appeals administrators the discretionary authority to make decisions regarding the interpretation or application of plan provisions and the discretionary authority to determine all questions as to rights and benefits of employees and participants under certain of the plans. (emphasis added). the spd states that [b]enefits under the plans will be paid only if the plan administrator, the appeals committee, a claims administrator or an appeals administrator as applicable decides in its discretion that the claimant is entitled to them. (emphasis added). the spd states that all benefits are paid directly from accentures general assets or a benefit trust. the erisa claims regulation, and guidance issued by the united states secretary of labor dictate that: if [a welfare benefit] denial is based on medical necessity or experimental treatment or similar exclusion or limit, an explanation of the scientific or clinical judgment for the denial, applying the terms of the plan to the claimants medical circumstances, or a statement that such explanation will be provided free of charge upon request must be included in a plans adverse benefit determination. 29 c.f.r. 503- 1(g). neither bcbsils initial benefit denial nor its denial of mr. lous appeal contained any explanation of the scientific or clinical judgment for the denial. neither bcbsils initial benefit denial nor its denial of mr. lous appeal informed mr. lou what information, tests, studies, physician testimony, or other additional material he would need to provide in order to establish coverage under the plan.",Mr. Lou being informed about the necessary additional material precedes him requesting this information.,,,,,,,
"the plans summary plan description (spd) states that accenture is responsible for formulating and carrying out all rules and regulations necessary to administer the plan and has sole discretionary authority to make factual determinations and decisions regarding eligibility or benefits of employees and participants in the plan. the spd states that accenture has delegated to an appeals committee and to one or more claims administrators and appeals administrators the discretionary authority to make decisions regarding the interpretation or application of plan provisions and the discretionary authority to determine all questions as to rights and benefits of employees and participants under certain of the plans. (emphasis added). the spd states that [b]enefits under the plans will be paid only if the plan administrator, the appeals committee, a claims administrator or an appeals administrator as applicable decides in its discretion that the claimant is entitled to them. (emphasis added). the spd states that all benefits are paid directly from accentures general assets or a benefit trust. the erisa claims regulation, and guidance issued by the united states secretary of labor dictate that: if [a welfare benefit] denial is based on medical necessity or experimental treatment or similar exclusion or limit, an explanation of the scientific or clinical judgment for the denial, applying the terms of the plan to the claimants medical circumstances, or a statement that such explanation will be provided free of charge upon request must be included in a plans adverse benefit determination. 29 c.f.r. 503- 1(g). neither bcbsils initial benefit denial nor its denial of mr. lous appeal contained any explanation of the scientific or clinical judgment for the denial. neither bcbsils initial benefit denial nor its denial of mr. lous appeal informed mr. lou what information, tests, studies, physician testimony, or other additional material he would need to provide in order to establish coverage under the plan.","The decision on the claimant's entitlement to benefits by the plan administrator, appeals committee, claims administrator, or appeals administrator follows Accenture's formulation and carrying out of all rules and regulations necessary to administer the plan.",,,,,,,
"the plans summary plan description (spd) states that accenture is responsible for formulating and carrying out all rules and regulations necessary to administer the plan and has sole discretionary authority to make factual determinations and decisions regarding eligibility or benefits of employees and participants in the plan. the spd states that accenture has delegated to an appeals committee and to one or more claims administrators and appeals administrators the discretionary authority to make decisions regarding the interpretation or application of plan provisions and the discretionary authority to determine all questions as to rights and benefits of employees and participants under certain of the plans. (emphasis added). the spd states that [b]enefits under the plans will be paid only if the plan administrator, the appeals committee, a claims administrator or an appeals administrator as applicable decides in its discretion that the claimant is entitled to them. (emphasis added). the spd states that all benefits are paid directly from accentures general assets or a benefit trust. the erisa claims regulation, and guidance issued by the united states secretary of labor dictate that: if [a welfare benefit] denial is based on medical necessity or experimental treatment or similar exclusion or limit, an explanation of the scientific or clinical judgment for the denial, applying the terms of the plan to the claimants medical circumstances, or a statement that such explanation will be provided free of charge upon request must be included in a plans adverse benefit determination. 29 c.f.r. 503- 1(g). neither bcbsils initial benefit denial nor its denial of mr. lous appeal contained any explanation of the scientific or clinical judgment for the denial. neither bcbsils initial benefit denial nor its denial of mr. lous appeal informed mr. lou what information, tests, studies, physician testimony, or other additional material he would need to provide in order to establish coverage under the plan.",Accenture's delegation of discretionary authority to the appeals committee and claims or appeals administrators happens after Accenture assumes responsibility for formulating and carrying out all rules and regulations necessary to administer the plan.,,,,,,,
"metlife has a total of twelve signed and dated beneficiary designations on file for decedent. some of the designations contain an electronic version of the decedents signature (e-signed), some of the designations contain a handwritten version of the decedents signature. the file contains an additional beneficiary designation form that is not dated and does not contain a complete social-security number for the decedent. the form also lists two beneficiaries both noted as being 100% primary beneficiaries. case 3:23-cv-00314 document 1 filed 04/10/23 page 3 of 11 pageid #: 3 4 the most recent dated beneficiary designation on file is dated august 19, 2022, the day after the decedents death, and names deandrew rainey as the primary beneficiary for the basic life benefit and shir-earn rainey as the primary beneficiary for the optional life benefit. it purports to be e-signed by the decedent; however, since it is dated the day after his death, this form would not be a valid designation. this beneficiary designation also contains a social security number for the decedent that differs from the social security number on decedents certificate of death. a true and correct copy of the august 19, 2022 beneficiary designation is attached hereto as exhibit c.","The decedent's death precedes the most recent beneficiary designation dated August 19, ",,,,,,,
"metlife has a total of twelve signed and dated beneficiary designations on file for decedent. some of the designations contain an electronic version of the decedents signature (e-signed), some of the designations contain a handwritten version of the decedents signature. the file contains an additional beneficiary designation form that is not dated and does not contain a complete social-security number for the decedent. the form also lists two beneficiaries both noted as being 100% primary beneficiaries. case 3:23-cv-00314 document 1 filed 04/10/23 page 3 of 11 pageid #: 3 4 the most recent dated beneficiary designation on file is dated august 19, 2022, the day after the decedents death, and names deandrew rainey as the primary beneficiary for the basic life benefit and shir-earn rainey as the primary beneficiary for the optional life benefit. it purports to be e-signed by the decedent; however, since it is dated the day after his death, this form would not be a valid designation. this beneficiary designation also contains a social security number for the decedent that differs from the social security number on decedents certificate of death. a true and correct copy of the august 19, 2022 beneficiary designation is attached hereto as exhibit c.","The most recent beneficiary designation dated August 19, 2022 follows the decedent's death.",,,,,,,
"metlife has a total of twelve signed and dated beneficiary designations on file for decedent. some of the designations contain an electronic version of the decedents signature (e-signed), some of the designations contain a handwritten version of the decedents signature. the file contains an additional beneficiary designation form that is not dated and does not contain a complete social-security number for the decedent. the form also lists two beneficiaries both noted as being 100% primary beneficiaries. case 3:23-cv-00314 document 1 filed 04/10/23 page 3 of 11 pageid #: 3 4 the most recent dated beneficiary designation on file is dated august 19, 2022, the day after the decedents death, and names deandrew rainey as the primary beneficiary for the basic life benefit and shir-earn rainey as the primary beneficiary for the optional life benefit. it purports to be e-signed by the decedent; however, since it is dated the day after his death, this form would not be a valid designation. this beneficiary designation also contains a social security number for the decedent that differs from the social security number on decedents certificate of death. a true and correct copy of the august 19, 2022 beneficiary designation is attached hereto as exhibit c.","The correction of the social security number on the beneficiary designation happens after the most recent beneficiary designation dated August 19, ",,,,,,,
"as of the date of filing, metlife has not received notification that the defendants have resolved their competing claims. the undated beneficiary designation on file, attached hereto as exhibit s, is not valid under the plan because it does not contain a date and is otherwise not complete. the most recent dated beneficiary designation on file is invalid because it is dated the day after the decedents death. see ex. c.",Resolving competing claims precedes the process of notifying MetLife.,,,,,,,
"as of the date of filing, metlife has not received notification that the defendants have resolved their competing claims. the undated beneficiary designation on file, attached hereto as exhibit s, is not valid under the plan because it does not contain a date and is otherwise not complete. the most recent dated beneficiary designation on file is invalid because it is dated the day after the decedents death. see ex. c.",The process of notifying MetLife follows the resolution of competing claims.,,,,,,,
"as of the date of filing, metlife has not received notification that the defendants have resolved their competing claims. the undated beneficiary designation on file, attached hereto as exhibit s, is not valid under the plan because it does not contain a date and is otherwise not complete. the most recent dated beneficiary designation on file is invalid because it is dated the day after the decedents death. see ex. c.",Receiving notification at MetLife happens after the competing claims have been resolved.,,,,,,,
"the next prior beneficiary designation on file is dated june 27, 2011 and names deandrew rainey as the primary beneficiary for the basic life benefit and shir-earn rainey as the primary beneficiary for the optional life benefit. it purports to be e-signed by the decedent. a true and correct copy of the june 27, 2011 beneficiary designation is attached hereto as exhibit m. the first beneficiary designation on file is dated july 2, 2007 and names veda rainey as the primary beneficiary for all coverages in force. it purports to be hand-signed by the decedent. a true and correct copy of the july 2, 2007 beneficiary designation is attached hereto as exhibit n. on or about august 30, 2022, deandrew rainey sent metlife a life insurance claim form for the plan benefits. a true and correct copy of the claim form is attached hereto as exhibit o. case 3:23-cv-00314 document 1 filed 04/10/23 page 6 of 11 pageid #: 6 7","The decedent signing the beneficiary designation dated July 2, 2007 precedes the creation of the next prior beneficiary designation on file dated June 27, ",,,,,,,
"the next prior beneficiary designation on file is dated june 27, 2011 and names deandrew rainey as the primary beneficiary for the basic life benefit and shir-earn rainey as the primary beneficiary for the optional life benefit. it purports to be e-signed by the decedent. a true and correct copy of the june 27, 2011 beneficiary designation is attached hereto as exhibit m. the first beneficiary designation on file is dated july 2, 2007 and names veda rainey as the primary beneficiary for all coverages in force. it purports to be hand-signed by the decedent. a true and correct copy of the july 2, 2007 beneficiary designation is attached hereto as exhibit n. on or about august 30, 2022, deandrew rainey sent metlife a life insurance claim form for the plan benefits. a true and correct copy of the claim form is attached hereto as exhibit o. case 3:23-cv-00314 document 1 filed 04/10/23 page 6 of 11 pageid #: 6 7","The decedent's e-signing of the beneficiary designation on June 27, 2011 follows the hand-signing of the beneficiary designation on July 2, ",,,,,,,
"the next prior beneficiary designation on file is dated june 27, 2011 and names deandrew rainey as the primary beneficiary for the basic life benefit and shir-earn rainey as the primary beneficiary for the optional life benefit. it purports to be e-signed by the decedent. a true and correct copy of the june 27, 2011 beneficiary designation is attached hereto as exhibit m. the first beneficiary designation on file is dated july 2, 2007 and names veda rainey as the primary beneficiary for all coverages in force. it purports to be hand-signed by the decedent. a true and correct copy of the july 2, 2007 beneficiary designation is attached hereto as exhibit n. on or about august 30, 2022, deandrew rainey sent metlife a life insurance claim form for the plan benefits. a true and correct copy of the claim form is attached hereto as exhibit o. case 3:23-cv-00314 document 1 filed 04/10/23 page 6 of 11 pageid #: 6 7","Deandrew Rainey sending MetLife a life insurance claim form for the plan benefits on or about August 30, 2022 happens after both beneficiary designations were signed and filed.",,,,,,,
"the ltd plan defines total disability or disability or disabled as: (1) for persons other than pilots, co-pilots, and crewmembers of an aircraft: (i) that during the elimination period and the next 24 months of disability the covered person, as a result of injury or sickness, is unable to perform the material and substantial duties of his own occupation; and (ii) thereafter, the covered person is unable to perform, with reasonable continuity, the material and substantial duties of any occupation. material and substantial duties means responsibilities that are normally required to perform he covered persons own occupation, or any other occupation, and cannot be reasonably eliminated or modified. any occupation means any occupation that the covered person is or becomes reasonably fitted by training, education, experience, age, physical and mental capacity.",The covered person being able to perform their own occupation precedes them suffering an injury or sickness.,,,,,,,
"the ltd plan defines total disability or disability or disabled as: (1) for persons other than pilots, co-pilots, and crewmembers of an aircraft: (i) that during the elimination period and the next 24 months of disability the covered person, as a result of injury or sickness, is unable to perform the material and substantial duties of his own occupation; and (ii) thereafter, the covered person is unable to perform, with reasonable continuity, the material and substantial duties of any occupation. material and substantial duties means responsibilities that are normally required to perform he covered persons own occupation, or any other occupation, and cannot be reasonably eliminated or modified. any occupation means any occupation that the covered person is or becomes reasonably fitted by training, education, experience, age, physical and mental capacity.",Suffering an injury or sickness follows the covered person being able to perform their own occupation.,,,,,,,
