paragraph,label,pair_type,TR
"in february of 2023, a union representative engaged in physically intimidating conduct with a hospital manager. in response to the incident, the hospital limited the union representatives access to the hospital. the union disputed this response. rather than pursue a grievance regarding the aforementioned response through the contracts grievance and arbitration procedure, the union engaged in a work stoppage that included approximately 100 employees. many of these employees were on-duty and ceased doing work during working hours. in other instances, including as recently as march 2023, union representatives and union employees have engaged in work stoppages and stormed meetings and offices. for example, on or about march 15, 2023, union representatives incited a work stoppage on the case 3:23-cv-00466 document 1 filed 04/13/23 page 6 of 10 7 mother baby unit of the hospital during work hours, rather than engage in the grievance and arbitration process as required by the contracts.",contradiction,both-explicit,Does the union's decision to engage in a work stoppage occurs precedes the union disputes the hospital's response to limit the union representative's access to the hospital?
", ""on or about february 19, 2021, defendants martinez, allen, blondin, wallace, bryant and galloway signed a letter endorsing defendant cervantes that cervantes posted on her campaign website. in the letter, defendants make clear that they believed that pantoja orchestrated andermans nomination and stated that pantojas actions in endorsing anderman threatens to tear our union apart at a time when our members during the campaign, defendant richard johnsen, who had been promoted to be defendant ip martinezs chief of staff, stated that pantoja would be removed from his position as gvp-transportation because of his opposition to defendant cervantes. on or about march 19, 2021, the iam provided some of the documents pantoja requested in redacted form and withheld a number of the requested weekly expense reports.\",contradiction,both-explicit,Does pantoja requesting documents from the iam occurs follows the iam providing some documents in redacted form and withholding a number of the requested weekly expense reports?
"the new policy, which was facially discriminatory based on age, was approved by the defendants on the executive counsel on or shortly after june 17, at the time the new policy was approved by the executive council, all of the defendants on the executive council planned on retiring at age 65 and, as a result, knew that pantoja was the only member of the executive council that would be adversely affected by the policy. the new policy was aimed at removing pantoja because he had exercised his right to free speech under the lmrda. e. pantojas removal from elected office on april 1, 2022 pursuant to the mandatory retirement policy",contradiction,both-explicit,Does pantoja's removal from elected office precedes the approval of the new policy?
", ""on or about february 19, 2021, defendants martinez, allen, blondin, wallace, bryant and galloway signed a letter endorsing defendant cervantes that cervantes posted on her campaign website. in the letter, defendants make clear that they believed that pantoja orchestrated andermans nomination and stated that pantojas actions in endorsing anderman threatens to tear our union apart at a time when our members during the campaign, defendant richard johnsen, who had been promoted to be defendant ip martinezs chief of staff, stated that pantoja would be removed from his position as gvp-transportation because of his opposition to defendant cervantes. on or about march 19, 2021, the iam provided some of the documents pantoja requested in redacted form and withheld a number of the requested weekly expense reports.\",contradiction,both-explicit,Does pantoja's opposition to cervantes follows johnsen's statement about pantoja's removal from his position?
", ""on or about february 19, 2021, defendants martinez, allen, blondin, wallace, bryant and galloway signed a letter endorsing defendant cervantes that cervantes posted on her campaign website. in the letter, defendants make clear that they believed that pantoja orchestrated andermans nomination and stated that pantojas actions in endorsing anderman threatens to tear our union apart at a time when our members during the campaign, defendant richard johnsen, who had been promoted to be defendant ip martinezs chief of staff, stated that pantoja would be removed from his position as gvp-transportation because of his opposition to defendant cervantes. on or about march 19, 2021, the iam provided some of the documents pantoja requested in redacted form and withheld a number of the requested weekly expense reports.\",contradiction,both-explicit,Does signing the letter endorsing defendant cervantes is follows with the act of endorsing her?
", ""the complaint attached as exhibit 1 on its face, or within its four corners, meets the good cause standard described above. giving specific examples, the complaint sets out the spurious reasons for this repeated first-class air travel houston at iam expenses. none of the casual, often vague reasons explain why such travel had anything to do with her official responsibilities as the second highest ranking union officer, in charge of the iam financial affairs. and the conduct here is especially egregious because, under the iam constitution, she case 8:24-cv-00454-dkc document 1 filed 02/15/24 page 4 of 8 5 has a special obligation as general secretary treasurer to protect the union treasury and the membership from such misappropriation. among other purposes for this travel, defendant cervantes has nothing to do with collective bargaining, has no need to attend the local meetings, has no need to attend local get out the vote drives, has no need to engage in membership training, and especially has no need to do it in houston and nowhere else. upon becoming an international officer of iam, cervantes was moved at considerable iam expense to upper marlboro, maryland, where the iam has its headquarters. for iam accounting purposes, her official domicile is upper marlboro, maryland. even if her immediate family is in houston, texas, she is supposed to travel there on her own time and only at her own expense. the applicant sandra gardner learned of the misuse of union funds only in march 2021, when sito pantoja, the iam vice president at the time, obtained copies of her weekly expense reports from 2015 through united states district court for the district of connecticut women &amp; infants hospital of rhode island, plaintiff, vs. c.a. no. new england health care employees union, district 1199, seiu, defendant. women &amp; infants hospitals complaint pursuant to section 301 of the labor management relations act of 1947 (the lmra), 29 u.s.c. 185, women &amp; infants hospital of rhode island (the hospital) brings this complaint against new england health care employees union, district 1199, seiu (the union) seeking damages as a direct and proximate result of the union inducing, encouraging, and directing union members employed by the hospital to violate the parties collective bargaining agreements by engaging in a partial or complete cessation of work, strike, slowdown, or work stoppage, in addition to declaratory and injunctive relief. the union has engaged in such conduct beginning in may 2022 and as recently as march 15,"",  venue is proper in this court because the union maintains a principal office in and regularly transacts business in the district of connecticut. the duly authorized officers and case 3:23-cv-00466 document 1 filed 04/13/23 page 1 of 10 2 agents of the union are engaged in representing and acting for the employee members of the union in the district of connecticut. parties",contradiction,both-explicit,Does the union directing union members to engage in work stoppages also follows the hospital seeking damages as a direct and proximate result of the union's actions?
"trachte objected to the procedural arbitrability of grievance, arguing that it was not arbitrable because local 565 filed the arbitration request more than 15 days after trachte denied the grievance on may 12, 2023, and that it was untimely regardless of whether the 15 days were counted by working days or calendar days. the parties agreed to bifurcate the arbitration, to brief the issue of procedural arbitrability first, and to only have a hearing on the merits if arbitrator jaw determined the grievance was arbitrable. on december 11, 2023, arbitrator jaw issued the amended award similarly holding that the grievance was arbitrable. (exhibit 2).",contradiction,both-explicit,Does trachte denying the grievance follows local 565 filing the arbitration request?
"the pension plan for hourly employees of safety light corporation (the plan) is a tax-qualified, defined benefit pension plan covered under title iv of erisa. the plan was established by safety light for the exclusive benefit of its employees. see 29 u.s.c. 1104(a). safety light is the contributing sponsor and administrator of the plan within the meaning of 29 u.s.c. 1002(16) and 1301(a)(1), (13). in march 2022, as a result of a pbgc premium filing review, pbgcs financial operations department (fod) discovered that safety light had failed to pay required pension plan premiums since in response to the referral, cfrd opened a case to investigate further. this investigation was undertaken pursuant to the authority granted to pbgc under 29 u.s.c. 1303(a). during the preliminary stages of this investigation, it was discovered that safety light ceased operations in 2007/2008, but remained current on its premium payments and irs form 5500 filings until",contradiction,both-explicit,Does safety light's failure to pay premiums is not follows with pbgc's financial operations department's discovery of this failure; the former event happens before the latter?
", ""the complaint attached as exhibit 1 on its face, or within its four corners, meets the good cause standard described above. giving specific examples, the complaint sets out the spurious reasons for this repeated first-class air travel houston at iam expenses. none of the casual, often vague reasons explain why such travel had anything to do with her official responsibilities as the second highest ranking union officer, in charge of the iam financial affairs. and the conduct here is especially egregious because, under the iam constitution, she case 8:24-cv-00454-dkc document 1 filed 02/15/24 page 4 of 8 5 has a special obligation as general secretary treasurer to protect the union treasury and the membership from such misappropriation. among other purposes for this travel, defendant cervantes has nothing to do with collective bargaining, has no need to attend the local meetings, has no need to attend local get out the vote drives, has no need to engage in membership training, and especially has no need to do it in houston and nowhere else. upon becoming an international officer of iam, cervantes was moved at considerable iam expense to upper marlboro, maryland, where the iam has its headquarters. for iam accounting purposes, her official domicile is upper marlboro, maryland. even if her immediate family is in houston, texas, she is supposed to travel there on her own time and only at her own expense. the applicant sandra gardner learned of the misuse of union funds only in march 2021, when sito pantoja, the iam vice president at the time, obtained copies of her weekly expense reports from 2015 through united states district court for the district of connecticut women &amp; infants hospital of rhode island, plaintiff, vs. c.a. no. new england health care employees union, district 1199, seiu, defendant. women &amp; infants hospitals complaint pursuant to section 301 of the labor management relations act of 1947 (the lmra), 29 u.s.c. 185, women &amp; infants hospital of rhode island (the hospital) brings this complaint against new england health care employees union, district 1199, seiu (the union) seeking damages as a direct and proximate result of the union inducing, encouraging, and directing union members employed by the hospital to violate the parties collective bargaining agreements by engaging in a partial or complete cessation of work, strike, slowdown, or work stoppage, in addition to declaratory and injunctive relief. the union has engaged in such conduct beginning in may 2022 and as recently as march 15,"",  venue is proper in this court because the union maintains a principal office in and regularly transacts business in the district of connecticut. the duly authorized officers and case 3:23-cv-00466 document 1 filed 04/13/23 page 1 of 10 2 agents of the union are engaged in representing and acting for the employee members of the union in the district of connecticut. parties",contradiction,both-explicit,Does the misuse of union funds occurs follows the complaint sets out the spurious reasons for first-class air travel?
"in february of 2023, a union representative engaged in physically intimidating conduct with a hospital manager. in response to the incident, the hospital limited the union representatives access to the hospital. the union disputed this response. rather than pursue a grievance regarding the aforementioned response through the contracts grievance and arbitration procedure, the union engaged in a work stoppage that included approximately 100 employees. many of these employees were on-duty and ceased doing work during working hours. in other instances, including as recently as march 2023, union representatives and union employees have engaged in work stoppages and stormed meetings and offices. for example, on or about march 15, 2023, union representatives incited a work stoppage on the case 3:23-cv-00466 document 1 filed 04/13/23 page 6 of 10 7 mother baby unit of the hospital during work hours, rather than engage in the grievance and arbitration process as required by the contracts.",contradiction,both-explicit,Does the union disputing the hospital's response precedes the union representative engaging in physically intimidating conduct?
"however, after speaking with defendant ip martinez and being persuaded that he would support pantojas efforts to place lodge 2198 under supervision and to stop corruption at the iam, pantoja agreed not to run against defendant cervantes.\ , ""after the election, pantoja formally asked the executive council to place local 2198 under supervision. defendant gst cervantes, through defendant bryant, who was the gvp assigned to assist her, opposed supervision and campaigned to have the executive council case 1:22-cv-02512 document 1 filed 08/22/22 page 6 of 18 7 vote against taking any action. despite defendant ip martinezs assurances to pantoja that he would help to stop the corruption at local 2198, the executive council rejected pantoja s motion."", ""several months later, pantoja again demanded that the iam take remedial action; and, the executive council finally voted to impose supervision. ultimately, local lodge 2198 filed a 2018 form lm-2 with the u.s. department of labor, in which it acknowledged that there was a shortage attributable to local lodge 2198",contradiction,both-explicit,"Does pantoja's initial demand for action against corruption occurs follows the executive council's failing to take action, as evidenced by their rejecting pantoja's motion?"
"plaintiff then applied for and eventually received short term disability benefits from employer s short term disability plan, (plan/policy which was also held and/or insured and/or administered by defendants. usdc in/nd case 1:24-cv-00109 document 1 filed 03/08/24 page 5 of 9"", \ plaintiff then applied for long term disability benefits on or about september 23, 2004 and started receiving monthly long term disability benefits per the plan/policy.",contradiction,both-explicit,Does submitting the application for short term disability benefits follows applying for long term disability benefits?
"plaintiff became disabled under the terms of the plans policy on or about april 7, 2018 and continues to be disabled as defined by the plan. accordingly, plaintiff is entitled to benefits under the terms of the plan. however, on 2 [a]n entity that is both the claims administrator and payor of benefits has a conflict of interest. jones v. mountaire corp. long term disability plan, 542 f. 3d 234, 240 (8th cir. 2008). moreover, as the supreme court has held, that conflict must be weighed as a factor in determining whether there is an abuse of discretion. metro. life ins. co. v. glenn, 128 s. ct. 2343, 2348 (2008) (emphasis added). case 0:22-cv-01911-pjs-jfd doc. 1 filed 08/01/22 page 3 of 7 4 april 10, 2021 metropolitan life insurance company cancelled plaintiffs disability benefits. plaintiff appealed metropolitan life insurance companys decision, but metropolitan life insurance company denied plaintiffs appeal on february 9, metropolitan life insurance companys decision to deny disability benefits was arbitrary, capricious, unreasonable, irrational, wrongful, contrary to the terms of the plan, contrary to the evidence and contrary to law, as demonstrated by the following non-exhaustive examples: a. metropolitan life insurance company failed to have plaintiff independently examined, and instead relied on the opinion of a medical professional who merely reviewed plaintiffs medical records and rejected the opinion of plaintiffs treating physician; b. metropolitan life insurance company relied on the opinion of a medical professional who was financially biased by his/her relationship with metropolitan life insurance company and as such unable to offer an unbiased opinion; case 0:22-cv-01911-pjs-jfd doc. 1 filed 08/01/22 page 4 of 7 5 c. metropolitan life insurance company relied on the opinion of a medical professional that was not supported by substantial evidence in the claim file, and was inconsistent with the overall evidence in the record; d. metropolitan life insurance company relied on the opinion of a medical professional who was not qualified to refute the findings of plaintiffs physician; e. metropolitan life insurance company ignored obvious medical evidence and took selective evidence out of context as a means to deny plaintiffs claim; f. metropolitan life insurance company ignored and/or misrepresented the opinions of plaintiffs treating physician.",contradiction,both-explicit,Does metropolitan life insurance company's cancellation of the plaintiff's disability benefits precedes the plaintiff became disabled under the terms of the plan's policy?
", ""the complaint attached as exhibit 1 on its face, or within its four corners, meets the good cause standard described above. giving specific examples, the complaint sets out the spurious reasons for this repeated first-class air travel houston at iam expenses. none of the casual, often vague reasons explain why such travel had anything to do with her official responsibilities as the second highest ranking union officer, in charge of the iam financial affairs. and the conduct here is especially egregious because, under the iam constitution, she case 8:24-cv-00454-dkc document 1 filed 02/15/24 page 4 of 8 5 has a special obligation as general secretary treasurer to protect the union treasury and the membership from such misappropriation. among other purposes for this travel, defendant cervantes has nothing to do with collective bargaining, has no need to attend the local meetings, has no need to attend local get out the vote drives, has no need to engage in membership training, and especially has no need to do it in houston and nowhere else. upon becoming an international officer of iam, cervantes was moved at considerable iam expense to upper marlboro, maryland, where the iam has its headquarters. for iam accounting purposes, her official domicile is upper marlboro, maryland. even if her immediate family is in houston, texas, she is supposed to travel there on her own time and only at her own expense. the applicant sandra gardner learned of the misuse of union funds only in march 2021, when sito pantoja, the iam vice president at the time, obtained copies of her weekly expense reports from 2015 through united states district court for the district of connecticut women &amp; infants hospital of rhode island, plaintiff, vs. c.a. no. new england health care employees union, district 1199, seiu, defendant. women &amp; infants hospitals complaint pursuant to section 301 of the labor management relations act of 1947 (the lmra), 29 u.s.c. 185, women &amp; infants hospital of rhode island (the hospital) brings this complaint against new england health care employees union, district 1199, seiu (the union) seeking damages as a direct and proximate result of the union inducing, encouraging, and directing union members employed by the hospital to violate the parties collective bargaining agreements by engaging in a partial or complete cessation of work, strike, slowdown, or work stoppage, in addition to declaratory and injunctive relief. the union has engaged in such conduct beginning in may 2022 and as recently as march 15,"",  venue is proper in this court because the union maintains a principal office in and regularly transacts business in the district of connecticut. the duly authorized officers and case 3:23-cv-00466 document 1 filed 04/13/23 page 1 of 10 2 agents of the union are engaged in representing and acting for the employee members of the union in the district of connecticut. parties",contradiction,both-explicit,"Does the union inducing, encouraging, and directing union members follows the engagement in a partial or complete cessation of work, strike, slowdown, or work stoppage by union members?"
"plaintiff then applied for and eventually received short term disability benefits from employer\s short term disability plan, (plan/policy which was also held and/or insured and/or administered by defendants. usdc in/nd case 1:24-cv-00109 document 1 filed 03/08/24 page 5 of 9"", \ plaintiff then applied for long term disability benefits on or about september 23, 2004 and started receiving monthly long term disability benefits per the plan/policy.",contradiction,both-explicit,Does submitting the application for short term disability benefits follows the receipt of these benefits?
"as part of its investigation, pbgc requested by letter dated march 9, 2022, that safety light provide to pbgc certain documents and information relating to the plan and the financial condition of safety light (information request letter). pbgc sent the information request letter via electronic mail to silverthorn. see exhibit c. case 2:22-cv-04603 document 1 filed 11/17/22 page 10 of 47 3 on april 12, 2022, pbgc issued a subpoena to safety light under 29 u.s.c. 1303(b) requiring production of the previously requested documents and information on or before may 3, 2022 (safety light subpoena). see exhibit e. respondents failed to respond to the safety light subpoena within the time prescribed. however, on may 4, 2022, after an email following up on the safety light subpoena, silverthorn requested an extension to respond until the end of may. pbgc agreed to the extension, with the understanding that documents would be provided on a rolling basis. respondents did not meet this new deadline nor communicate with pbgc in the interim.",contradiction,both-explicit,Does safety light's failure to respond to the subpoena within the prescribed time follows silverthorn's request for an extension?
", ""the complaint attached as exhibit 1 on its face, or within its four corners, meets the good cause standard described above. giving specific examples, the complaint sets out the spurious reasons for this repeated first-class air travel houston at iam expenses. none of the casual, often vague reasons explain why such travel had anything to do with her official responsibilities as the second highest ranking union officer, in charge of the iam financial affairs. and the conduct here is especially egregious because, under the iam constitution, she case 8:24-cv-00454-dkc document 1 filed 02/15/24 page 4 of 8 5 has a special obligation as general secretary treasurer to protect the union treasury and the membership from such misappropriation. among other purposes for this travel, defendant cervantes has nothing to do with collective bargaining, has no need to attend the local meetings, has no need to attend local get out the vote drives, has no need to engage in membership training, and especially has no need to do it in houston and nowhere else. upon becoming an international officer of iam, cervantes was moved at considerable iam expense to upper marlboro, maryland, where the iam has its headquarters. for iam accounting purposes, her official domicile is upper marlboro, maryland. even if her immediate family is in houston, texas, she is supposed to travel there on her own time and only at her own expense. the applicant sandra gardner learned of the misuse of union funds only in march 2021, when sito pantoja, the iam vice president at the time, obtained copies of her weekly expense reports from 2015 through united states district court for the district of connecticut women &amp; infants hospital of rhode island, plaintiff, vs. c.a. no. new england health care employees union, district 1199, seiu, defendant. women &amp; infants hospitals complaint pursuant to section 301 of the labor management relations act of 1947 (the lmra), 29 u.s.c. 185, women &amp; infants hospital of rhode island (the hospital) brings this complaint against new england health care employees union, district 1199, seiu (the union) seeking damages as a direct and proximate result of the union inducing, encouraging, and directing union members employed by the hospital to violate the parties collective bargaining agreements by engaging in a partial or complete cessation of work, strike, slowdown, or work stoppage, in addition to declaratory and injunctive relief. the union has engaged in such conduct beginning in may 2022 and as recently as march 15,"",  venue is proper in this court because the union maintains a principal office in and regularly transacts business in the district of connecticut. the duly authorized officers and case 3:23-cv-00466 document 1 filed 04/13/23 page 1 of 10 2 agents of the union are engaged in representing and acting for the employee members of the union in the district of connecticut. parties",contradiction,both-explicit,"Does the engagement in a partial or complete cessation of work, strike, slowdown, or work stoppage by union members precedes the union inducing, encouraging, and directing union members?"
"the new policy, which was facially discriminatory based on age, was approved by the defendants on the executive counsel on or shortly after june 17, at the time the new policy was approved by the executive council, all of the defendants on the executive council planned on retiring at age 65 and, as a result, knew that pantoja was the only member of the executive council that would be adversely affected by the policy. the new policy was aimed at removing pantoja because he had exercised his right to free speech under the lmrda. e. pantojas removal from elected office on april 1, 2022 pursuant to the mandatory retirement policy",contradiction,both-explicit,Does the approval of the new policy precedes the planning to retire at ag?
"the new policy, which was facially discriminatory based on age, was approved by the defendants on the executive counsel on or shortly after june 17, at the time the new policy was approved by the executive council, all of the defendants on the executive council planned on retiring at age 65 and, as a result, knew that pantoja was the only member of the executive council that would be adversely affected by the policy. the new policy was aimed at removing pantoja because he had exercised his right to free speech under the lmrda. e. pantojas removal from elected office on april 1, 2022 pursuant to the mandatory retirement policy",contradiction,both-explicit,"Does pantoja's removal from elected office on april 1, 2022, pursuant to the mandatory retirement policy, precedes the new policy was aimed at removing him?"
"in february of 2023, a union representative engaged in physically intimidating conduct with a hospital manager. in response to the incident, the hospital limited the union representatives access to the hospital. the union disputed this response. rather than pursue a grievance regarding the aforementioned response through the contracts grievance and arbitration procedure, the union engaged in a work stoppage that included approximately 100 employees. many of these employees were on-duty and ceased doing work during working hours. in other instances, including as recently as march 2023, union representatives and union employees have engaged in work stoppages and stormed meetings and offices. for example, on or about march 15, 2023, union representatives incited a work stoppage on the case 3:23-cv-00466 document 1 filed 04/13/23 page 6 of 10 7 mother baby unit of the hospital during work hours, rather than engage in the grievance and arbitration process as required by the contracts.",contradiction,both-explicit,Does the event where union representatives incited a work stoppage on the mother baby unit of the hospital during work hours precedes the initial work stoppage engaged by the union?
"in february of 2023, a union representative engaged in physically intimidating conduct with a hospital manager. in response to the incident, the hospital limited the union representatives access to the hospital. the union disputed this response. rather than pursue a grievance regarding the aforementioned response through the contracts grievance and arbitration procedure, the union engaged in a work stoppage that included approximately 100 employees. many of these employees were on-duty and ceased doing work during working hours. in other instances, including as recently as march 2023, union representatives and union employees have engaged in work stoppages and stormed meetings and offices. for example, on or about march 15, 2023, union representatives incited a work stoppage on the case 3:23-cv-00466 document 1 filed 04/13/23 page 6 of 10 7 mother baby unit of the hospital during work hours, rather than engage in the grievance and arbitration process as required by the contracts.",contradiction,both-explicit,Does the union disputing the hospital's response follows the union engaging in a work stoppage that included approximately 100 employees?
", ""the complaint attached as exhibit 1 on its face, or within its four corners, meets the good cause standard described above. giving specific examples, the complaint sets out the spurious reasons for this repeated first-class air travel houston at iam expenses. none of the casual, often vague reasons explain why such travel had anything to do with her official responsibilities as the second highest ranking union officer, in charge of the iam financial affairs. and the conduct here is especially egregious because, under the iam constitution, she case 8:24-cv-00454-dkc document 1 filed 02/15/24 page 4 of 8 5 has a special obligation as general secretary treasurer to protect the union treasury and the membership from such misappropriation. among other purposes for this travel, defendant cervantes has nothing to do with collective bargaining, has no need to attend the local meetings, has no need to attend local get out the vote drives, has no need to engage in membership training, and especially has no need to do it in houston and nowhere else. upon becoming an international officer of iam, cervantes was moved at considerable iam expense to upper marlboro, maryland, where the iam has its headquarters. for iam accounting purposes, her official domicile is upper marlboro, maryland. even if her immediate family is in houston, texas, she is supposed to travel there on her own time and only at her own expense. the applicant sandra gardner learned of the misuse of union funds only in march 2021, when sito pantoja, the iam vice president at the time, obtained copies of her weekly expense reports from 2015 through united states district court for the district of connecticut women &amp; infants hospital of rhode island, plaintiff, vs. c.a. no. new england health care employees union, district 1199, seiu, defendant. women &amp; infants hospitals complaint pursuant to section 301 of the labor management relations act of 1947 (the lmra), 29 u.s.c. 185, women &amp; infants hospital of rhode island (the hospital) brings this complaint against new england health care employees union, district 1199, seiu (the union) seeking damages as a direct and proximate result of the union inducing, encouraging, and directing union members employed by the hospital to violate the parties collective bargaining agreements by engaging in a partial or complete cessation of work, strike, slowdown, or work stoppage, in addition to declaratory and injunctive relief. the union has engaged in such conduct beginning in may 2022 and as recently as march 15,"",  venue is proper in this court because the union maintains a principal office in and regularly transacts business in the district of connecticut. the duly authorized officers and case 3:23-cv-00466 document 1 filed 04/13/23 page 1 of 10 2 agents of the union are engaged in representing and acting for the employee members of the union in the district of connecticut. parties",contradiction,both-explicit,Does the union violating the collective bargaining agreements follows women & infants hospital of rhode island bringing a complaint against the union?
"the union has not provided any notice to the hospital regarding any allegation by the union that the hospital is in material breach of the contracts thereby excusing the union from further performance of its obligations, and at all times relevant to this complaint, the union has continued to prosecute grievances and other rights under the contracts. case 3:23-cv-00466 document 1 filed 04/13/23 page 4 of 10 5 illegal work stoppage concerning holiday obligations the contracts provide that, because the hospital must remain open all days of the year, employees may be required to work on holidays on the terms and conditions described in the contracts. the hospital has at all times abided by these requirements in the contracts. the union disagreed with the hospitals conclusion that employees can be required to work holidays under the terms of the contracts. the union submitted a grievance over that issue, but did not pursue it.",contradiction,both-explicit,Does the union continuing to prosecute grievances precedes the union not providing any notice to the hospital regarding any allegation of material breach of the contracts?
", ""the complaint attached as exhibit 1 on its face, or within its four corners, meets the good cause standard described above. giving specific examples, the complaint sets out the spurious reasons for this repeated first-class air travel houston at iam expenses. none of the casual, often vague reasons explain why such travel had anything to do with her official responsibilities as the second highest ranking union officer, in charge of the iam financial affairs. and the conduct here is especially egregious because, under the iam constitution, she case 8:24-cv-00454-dkc document 1 filed 02/15/24 page 4 of 8 5 has a special obligation as general secretary treasurer to protect the union treasury and the membership from such misappropriation. among other purposes for this travel, defendant cervantes has nothing to do with collective bargaining, has no need to attend the local meetings, has no need to attend local get out the vote drives, has no need to engage in membership training, and especially has no need to do it in houston and nowhere else. upon becoming an international officer of iam, cervantes was moved at considerable iam expense to upper marlboro, maryland, where the iam has its headquarters. for iam accounting purposes, her official domicile is upper marlboro, maryland. even if her immediate family is in houston, texas, she is supposed to travel there on her own time and only at her own expense. the applicant sandra gardner learned of the misuse of union funds only in march 2021, when sito pantoja, the iam vice president at the time, obtained copies of her weekly expense reports from 2015 through united states district court for the district of connecticut women &amp; infants hospital of rhode island, plaintiff, vs. c.a. no. new england health care employees union, district 1199, seiu, defendant. women &amp; infants hospitals complaint pursuant to section 301 of the labor management relations act of 1947 (the lmra), 29 u.s.c. 185, women &amp; infants hospital of rhode island (the hospital) brings this complaint against new england health care employees union, district 1199, seiu (the union) seeking damages as a direct and proximate result of the union inducing, encouraging, and directing union members employed by the hospital to violate the parties collective bargaining agreements by engaging in a partial or complete cessation of work, strike, slowdown, or work stoppage, in addition to declaratory and injunctive relief. the union has engaged in such conduct beginning in may 2022 and as recently as march 15,"",  venue is proper in this court because the union maintains a principal office in and regularly transacts business in the district of connecticut. the duly authorized officers and case 3:23-cv-00466 document 1 filed 04/13/23 page 1 of 10 2 agents of the union are engaged in representing and acting for the employee members of the union in the district of connecticut. parties",contradiction,both-explicit,Does women & infants hospital of rhode island bringing a complaint against the union is follows with the hospital seeking damages as a direct and proximate result of the union's actions?
"despite no change in audreys need for daily skilled nursing services and no change in the language of the plan, after january 22, 2021 bcbsil began denying mr. lous claims for audreys care. on february 16, 2021, bcbsil denied mr. lous request for benefits for the period from january 28, 2021 through april 30, as grounds for denying the benefits, bcbsils denial letter stated only that [b]ased on your plan, our records show that the proposed services are not a covered benefit. because of this, any claims for these services would not be eligible for reimbursement. on april 13, 2021, maxim healthcare services (maxim), the provider of skilled nursing services to audrey, submitted an administrative appeal of bcbsils claim denial on mr. lous behalf. in support of its appeal, maxim submitted letters of medical necessity from dr. john takayama, audreys primary care physician, and dr. ngoc ly, audreys pulmonologist and chief of pediatric pulmonology at ucsf benioff childrens hospital. the letters both (1) established audreys ongoing need for daily skilled nursing care; and (2) evidenced the fact that audreys need for daily skilled nursing care had not changed nor diminished over the period for which claims were submitted. mr. lou and his wife also personally attested to audreys ongoing need for daily medical assessment and skilled nursing care in support of the appeal. maxim also submitted extensive nursing care documentation evidencing audreys need for daily skilled nursing care.",contradiction,both-explicit,Does bcbsil began denying mr. lou's claims for audrey's care precedes there was no change in audrey's need for daily skilled nursing services?
"audrey requires twelve hours of skilled nursing care daily for the ongoing clinical assessment of her respiratory needs and her overall health. the daily professional medical care, clinical assessment and exercise of clinical judgment by licensed nurses is essential to prevent audrey from requiring repeated emergency and prolonged intensive care hospitalizations. mr. lous employer-provided health benefit plans have always covered audreys daily skilled nursing care both during his tenure with his prior employer since audreys initial diagnosis, and under the plan from the date mr. lou was hired by accenture in april 2019 through january 22, case 3:22-cv-03091 document 1 filed 05/26/22 page 4 of 17 lou v. accenture u.s. group health plan, et al., complaint 5 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 bcbsil accepted and paid all claims for audreys daily skilled nursing care from april 2019 through january 22,",contradiction,both-explicit,"Does the event of audrey requiring twelve hours of skilled nursing care daily is follows with the daily professional medical care, clinical assessment, and exercise of clinical judgment by licensed nurses?"
"the new policy, which was facially discriminatory based on age, was approved by the defendants on the executive counsel on or shortly after june 17, at the time the new policy was approved by the executive council, all of the defendants on the executive council planned on retiring at age 65 and, as a result, knew that pantoja was the only member of the executive council that would be adversely affected by the policy. the new policy was aimed at removing pantoja because he had exercised his right to free speech under the lmrda. e. pantojas removal from elected office on april 1, 2022 pursuant to the mandatory retirement policy",contradiction,both-explicit,Does the approval of the new policy follows pantoja's removal from elected office?
"on november 25, 2020, the district court granted the unions summary judgment motion and denied cdrts. cdrt subsequently appealed the matter to the united states court of appeals for the sixth circuit (no. 20-6425). on september 17, 2021, however, the company and the union entered a settlement agreement that resolved the appeal. the settlement agreement is attached as exhibit d. in the settlement agreement, the parties agreed that they would arbitrate the sole issue of the calculation of backpay, as that remedy is referred to and defined in the july 24, 2019 opinion and award of arbitrator mark c. travis. they further agreed that this arbitration would be before arbitrator travis. case 3:22-cv-00386-rgj document 1 filed 07/27/22 page 4 of 9 pageid #: 4 5 the remedy award",contradiction,both-explicit,Does the agreement to arbitrate the sole issue of the calculation of backpay is simultaneous with the agreement that this arbitration would be follows arbitrator travis?
