paragraph,label,pair_type,TR
"the union has not provided any notice to the hospital regarding any allegation by the union that the hospital is in material breach of the contracts thereby excusing the union from further performance of its obligations, and at all times relevant to this complaint, the union has continued to prosecute grievances and other rights under the contracts. case 3:23-cv-00466 document 1 filed 04/13/23 page 4 of 10 5 illegal work stoppage concerning holiday obligations the contracts provide that, because the hospital must remain open all days of the year, employees may be required to work on holidays on the terms and conditions described in the contracts. the hospital has at all times abided by these requirements in the contracts. the union disagreed with the hospitals conclusion that employees can be required to work holidays under the terms of the contracts. the union submitted a grievance over that issue, but did not pursue it.",contradiction,one-implicit-one-explicit,Does the union not pursuing the grievance they submitted over the holiday work requirement precedes the initial submission of the grievance?
"the pension plan is a tax-qualified, defined benefit pension plan covered under title iv of erisa. in march 2022, as a result of a pbgc premium filing review, pbgc discovered that safety light has failed to pay required pension plan premiums since 2018 and has also failed to make required pension plan contributions since in response to this finding, pbgc commenced an investigation into safety lights failure to make necessary payments to the pension plan, pursuant to the authority granted to pbgc under 29 u.s.c. 1303(a). case 2:22-cv-04603 document 1 filed 11/17/22 page 4 of 47 5",contradiction,one-implicit-one-explicit,Does safety light's neglect of their payment responsibilities follows their failure to pay pension plan premiums?
"ms. reed advised ms. salome to issue the written discipline and to speak with rivera (as well as the other roll tunnel operators) regarding the defaced guidelines. accordingly, ms. salome, along with clint kelch (the union steward) approached rivera to present him with the disciplinary warning and to discuss the defacement of the posted guidelines. rivera was on his clamp truck and ms. salome advised that rivera that she needed to speak with him. without stopping, rivera told her that he did not have time to speak with her (his own supervisor) because he was working and drove by her.",contradiction,one-implicit-one-explicit,Does rivera noticing ms. salome and clint kelch approaching him occurs follows ms. salome advises rivera that she needs to speak with him?
"ms. reed advised ms. salome to issue the written discipline and to speak with rivera (as well as the other roll tunnel operators) regarding the defaced guidelines. accordingly, ms. salome, along with clint kelch (the union steward) approached rivera to present him with the disciplinary warning and to discuss the defacement of the posted guidelines. rivera was on his clamp truck and ms. salome advised that rivera that she needed to speak with him. without stopping, rivera told her that he did not have time to speak with her (his own supervisor) because he was working and drove by her.",contradiction,one-implicit-one-explicit,Does ms. salome advising rivera that she needed to speak with him follows rivera deciding to ignore ms. salome and continue his work?
"approximately one month later, in june 2021, ms. arvan went out onto the floor and walked past the roll tunnel. as she did so, she noticed that rivera was pushing the rolls of paper (which weigh thousands of pounds) with his hands. ms. arvan, consistent with the the companys requirement that managers intervene when they observe unsafe behavior, approached rivera to address his unsafe conduct. ms. arvan told rivera that the rolls were too heavy to be pushed with his hands. he responded that she was picking on him. ms. arvan said no, she was simply trying to have a case: 1:22-cv-00174-sjd doc #: 4 filed: 04/04/22 page: 7 of 16 pageid #: 111 8 safety discussion with him. ms. arvan advised rivera that he should not be pushing rolls, that his conduct was unsafe and that he could get hurt. she advised him that he needed to use a roll pusher. when ms. arvan advised him that the roll actually weighed 3,700 pounds and that he needed to use a roll pusher, he became more agitated and disrespectful and rolled his eyes at ms. arvan. ms. arvan said, dont roll your eyes at me.",contradiction,one-implicit-one-explicit,Does ms. arvan observing the floor and the activities happening there follows she noticed rivera pushing the rolls of paper with his hands?
"on november 25, 2020, the district court granted the unions summary judgment motion and denied cdrts. cdrt subsequently appealed the matter to the united states court of appeals for the sixth circuit (no. 20-6425). on september 17, 2021, however, the company and the union entered a settlement agreement that resolved the appeal. the settlement agreement is attached as exhibit d. in the settlement agreement, the parties agreed that they would arbitrate the sole issue of the calculation of backpay, as that remedy is referred to and defined in the july 24, 2019 opinion and award of arbitrator mark c. travis. they further agreed that this arbitration would be before arbitrator travis. case 3:22-cv-00386-rgj document 1 filed 07/27/22 page 4 of 9 pageid #: 4 5 the remedy award",contradiction,one-implicit-one-explicit,
"on september 20, 2021, bcbsil reversed its denial of benefits in a letter stating that audrey required the daily skilled nursing services requested and the services requested were covered by the plan. bcbsil then paid some, but not all, of the claims submitted by mr. lou for the period requested from january 22, 2021 through april 30, despite no change in audreys need for daily skilled nursing care and no change in the language of the plan, bcbsil did not pay any claims for daily skilled nursing services rendered to audrey from may 1, 2021 through october 31, bcbsil paid most, but not all, claims submitted for daily skilled nursing services rendered to audrey from november 1, 2021 through december 31,",contradiction,one-implicit-one-explicit,Does bcbsil reviewing the case follows the reversal of its denial of benefits?
"approximately one month later, in june 2021, ms. arvan went out onto the floor and walked past the roll tunnel. as she did so, she noticed that rivera was pushing the rolls of paper (which weigh thousands of pounds) with his hands. ms. arvan, consistent with the the companys requirement that managers intervene when they observe unsafe behavior, approached rivera to address his unsafe conduct. ms. arvan told rivera that the rolls were too heavy to be pushed with his hands. he responded that she was picking on him. ms. arvan said no, she was simply trying to have a case: 1:22-cv-00174-sjd doc #: 4 filed: 04/04/22 page: 7 of 16 pageid #: 111 8 safety discussion with him. ms. arvan advised rivera that he should not be pushing rolls, that his conduct was unsafe and that he could get hurt. she advised him that he needed to use a roll pusher. when ms. arvan advised him that the roll actually weighed 3,700 pounds and that he needed to use a roll pusher, he became more agitated and disrespectful and rolled his eyes at ms. arvan. ms. arvan said, dont roll your eyes at me.",contradiction,one-implicit-one-explicit,Does ms. arvan noticing rivera's unsafe behavior follows her decision to approach him?
"the new policy, which was facially discriminatory based on age, was approved by the defendants on the executive counsel on or shortly after june 17, at the time the new policy was approved by the executive council, all of the defendants on the executive council planned on retiring at age 65 and, as a result, knew that pantoja was the only member of the executive council that would be adversely affected by the policy. the new policy was aimed at removing pantoja because he had exercised his right to free speech under the lmrda. e. pantojas removal from elected office on april 1, 2022 pursuant to the mandatory retirement policy",contradiction,one-implicit-one-explicit,Does the approval of the new policy by the defendants on the executive council follows the adverse effects experienced by pantoja?
"the new policy, which was facially discriminatory based on age, was approved by the defendants on the executive counsel on or shortly after june 17, at the time the new policy was approved by the executive council, all of the defendants on the executive council planned on retiring at age 65 and, as a result, knew that pantoja was the only member of the executive council that would be adversely affected by the policy. the new policy was aimed at removing pantoja because he had exercised his right to free speech under the lmrda. e. pantojas removal from elected office on april 1, 2022 pursuant to the mandatory retirement policy",contradiction,one-implicit-one-explicit,Does the implementation of the new policy precedes its approval by the defendants?
", ""ten days later, by letter dated january 26, 2021, ip martinez advised pantoja that the transportation department s washington, dc office was to be closed and moved back to iam headquarters by march of 2021, even though the office was important to the functioning of the transportation department because of its proximity to the national mediation board."", \ martinez demoted tiberi because he believed that tiberi supported pantojas efforts to nominate anderman.",contradiction,one-implicit-one-explicit,Does the event of the office being closed and moved precedes the decision to close and move the office?
", ""on or about february 19, 2021, defendants martinez, allen, blondin, wallace, bryant and galloway signed a letter endorsing defendant cervantes that cervantes posted on her campaign website. in the letter, defendants make clear that they believed that pantoja orchestrated andermans nomination and stated that pantojas actions in endorsing anderman threatens to tear our union apart at a time when our members during the campaign, defendant richard johnsen, who had been promoted to be defendant ip martinezs chief of staff, stated that pantoja would be removed from his position as gvp-transportation because of his opposition to defendant cervantes. on or about march 19, 2021, the iam provided some of the documents pantoja requested in redacted form and withheld a number of the requested weekly expense reports.\",contradiction,one-implicit-one-explicit,Does the defendants signing the letter precedes the writing of the letter?
"the pension plan is a tax-qualified, defined benefit pension plan covered under title iv of erisa. in march 2022, as a result of a pbgc premium filing review, pbgc discovered that safety light has failed to pay required pension plan premiums since 2018 and has also failed to make required pension plan contributions since in response to this finding, pbgc commenced an investigation into safety lights failure to make necessary payments to the pension plan, pursuant to the authority granted to pbgc under 29 u.s.c. 1303(a). case 2:22-cv-04603 document 1 filed 11/17/22 page 4 of 47 5",contradiction,one-implicit-one-explicit,Does safety light's neglect of their payment responsibilities follows their failure to make required pension plan contributions?
"the parties have not agreed to empower arbitrators to establish or enforce supplemental early retirement benefits, or any benefit exclusively reserved to administration under the plan, to retirees. this court has the authority to determine the rights of the parties in connection with their dispute, namely whether the january 8 grievance should be arbitrated or pursued through the plan. , ""this dispute is ripe for adjudication, as the january 8 grievance is currently pending to be arbitrated. the parties have agreed to stay the arbitration pending the final disposition of this action in the united states courts.",contradiction,one-implicit-one-explicit,Does initiating a grievance follows the agreement to stay the arbitration pending the final disposition of this action in the united states courts?
"on november 25, 2020, the district court granted the unions summary judgment motion and denied cdrts. cdrt subsequently appealed the matter to the united states court of appeals for the sixth circuit (no. 20-6425). on september 17, 2021, however, the company and the union entered a settlement agreement that resolved the appeal. the settlement agreement is attached as exhibit d. in the settlement agreement, the parties agreed that they would arbitrate the sole issue of the calculation of backpay, as that remedy is referred to and defined in the july 24, 2019 opinion and award of arbitrator mark c. travis. they further agreed that this arbitration would be before arbitrator travis. case 3:22-cv-00386-rgj document 1 filed 07/27/22 page 4 of 9 pageid #: 4 5 the remedy award",contradiction,one-implicit-one-explicit,Does the parties negotiating a settlement agreement follows the event of entering into a settlement agreement?
"on november 25, 2020, the district court granted the unions summary judgment motion and denied cdrts. cdrt subsequently appealed the matter to the united states court of appeals for the sixth circuit (no. 20-6425). on september 17, 2021, however, the company and the union entered a settlement agreement that resolved the appeal. the settlement agreement is attached as exhibit d. in the settlement agreement, the parties agreed that they would arbitrate the sole issue of the calculation of backpay, as that remedy is referred to and defined in the july 24, 2019 opinion and award of arbitrator mark c. travis. they further agreed that this arbitration would be before arbitrator travis. case 3:22-cv-00386-rgj document 1 filed 07/27/22 page 4 of 9 pageid #: 4 5 the remedy award",contradiction,one-implicit-one-explicit,Does the event of entering a settlement agreement precedes cdrt's appeal of the matter?
"00, not including interest of attorneys fees, costs, or interest, if, for examples, the negotiated, agreed to 80% / 100% rate system prescribed by uhcs third-party re-pricing vendor (pmcs) is honored / enforced as it should be, or even if rates prescribed by publicly available databases assessing the charges of providers of like kind within like geographies, like ahca, were utilized in the re- pricing assessment. see n. 9, supra.10 scv exhausted the pre-suit appeal process to the best of its ability, hindered by defendants wrongful refusal to provide administrative records / claim file / germane documentation required by federal codes (and / or, for that matter, like records available per insurance contract or florida statute requiring explanation / substantiation to the recipient of an adverse benefits determination, here scv), in an effort to accomplish defendants doing the right thing (i.e., properly compensating scv) sans litigation, to no avail. hence, this lawsuit as scvs regrettable last resort. 10 to be clear, it is scvs position that the pmcs re-pricing contract (see ex. c) supplanted the plan documents re-pricing formula (see 26, supra) and should have dictated the re-pricing of the subject claim. if, however, this court somehow determines that the pmcs re-pricing contract is untenable, scv respectfully requests the ability to amend the complaints underpayment counts (counts ii-iv) to sound in the plan document language found in paragraph 26 above because defendants unreasonably low rate of payment did not follow fairhealth and / or geographically-oriented re-pricing databases. case 6:22-cv-00236-wwb-ejk document 1 filed 02/03/22 page 18 of 31 pageid 18 19 count i petition to compel production of the administrative record and for recovery of administrative record production failure penalty pursuant to erisa, 29 u.s.c. 1024(b), 29 u.s.c. 1132(c)(1), 29 c.f.r. this is a claim for production of the administrative record and for award of administrative record production failure penalty pursuant to title 29, united states code, section 1132(c)(1), title 29, united states code, section 1024(b), title 29, code of federal regulations, section",contradiction,one-implicit-one-explicit,Does the court's consideration of the pmcs re-pricing contract and plan document language follows the determination of the payment rate methodology?
"plaintiff, trachte building systems, inc. (trachte) brings this action against defendant sheet metal air, rail and transportation workers local 565 (local 565) to vacate an arbitration award (award) and amended arbitration award (amended award) entered in smart local 565 v. trachte building systems, inc., case id trachte is an employer within the meaning of the lmra, 29 u.s.c. 152(2), and is engaged in commerce or an industry affecting commerce within the meaning of 29 u.s.c. 152(6) and (7). trachte is a wisconsin corporation engaged in the design, manufacture, and erection of durable, pre-engineered, and customized steel self-storage systems. its headquarters are located at 314 wilburn road, sun prairie, wisconsin, 53590, and its operations include a production plant in sun prairie, wisconsin (the sun prairie plant). case: 3:24-cv-00018 document #: 1 filed: 01/11/24 page 1 of 6 2 13, which requires a party challenging an arbitration award in wisconsin to file such challenge within 3 months after the award is filed or delivered. trachte received the award on december 1, 2023, and the amended award on december 11,",contradiction,one-implicit-one-explicit,"Does trachte engaging in the design, manufacture, and erection of steel self-storage systems is follows with trachte engaging in actions that led to the hiring of local 565 members for their operations?"
"approximately one month later, in june 2021, ms. arvan went out onto the floor and walked past the roll tunnel. as she did so, she noticed that rivera was pushing the rolls of paper (which weigh thousands of pounds) with his hands. ms. arvan, consistent with the the companys requirement that managers intervene when they observe unsafe behavior, approached rivera to address his unsafe conduct. ms. arvan told rivera that the rolls were too heavy to be pushed with his hands. he responded that she was picking on him. ms. arvan said no, she was simply trying to have a case: 1:22-cv-00174-sjd doc #: 4 filed: 04/04/22 page: 7 of 16 pageid #: 111 8 safety discussion with him. ms. arvan advised rivera that he should not be pushing rolls, that his conduct was unsafe and that he could get hurt. she advised him that he needed to use a roll pusher. when ms. arvan advised him that the roll actually weighed 3,700 pounds and that he needed to use a roll pusher, he became more agitated and disrespectful and rolled his eyes at ms. arvan. ms. arvan said, dont roll your eyes at me.",contradiction,one-implicit-one-explicit,Does ms. arvan approaching rivera is follows with her intention to address his unsafe behavior?
"the plaintiff has exhausted the administrative remedies of the plan. case 1:23-cv-00167-adc document 1 filed 01/23/23 page 6 of 8 7 the plaintiff is entitled to these benefits because the benefits are permitted under the policy issued by the defendants; the plaintiff has satisfied all conditions precedent to be eligible to receive the benefits and plaintiff has not waived or otherwise relinquished the entitlement to the benefits. relief sought the plaintiff requests that this court enter an order declaring the following: this action arises under the employee retirement income security act of 1974 (""erisa""), 29 u.s.c. 1001 et seq. the court has jurisdiction of this case pursuant to 28 u.s.c. 1331, in that this action arises under the laws of the united states. specifically, colleen a. young brings this action to enforce her rights under erisa as authorized by 29 u.s.c. 1132 et seq. usdc in/nd case 1:24-cv-00109 document 1 filed 03/08/24 page 1 of 9",contradiction,one-implicit-one-explicit,Does the discovery that the benefits are permitted under the policy precedes the exhaustion of the administrative remedies of the plan?
"plaintiff, trachte building systems, inc. (trachte) brings this action against defendant sheet metal air, rail and transportation workers local 565 (local 565) to vacate an arbitration award (award) and amended arbitration award (amended award) entered in smart local 565 v. trachte building systems, inc., case id trachte is an employer within the meaning of the lmra, 29 u.s.c. 152(2), and is engaged in commerce or an industry affecting commerce within the meaning of 29 u.s.c. 152(6) and (7). trachte is a wisconsin corporation engaged in the design, manufacture, and erection of durable, pre-engineered, and customized steel self-storage systems. its headquarters are located at 314 wilburn road, sun prairie, wisconsin, 53590, and its operations include a production plant in sun prairie, wisconsin (the sun prairie plant). case: 3:24-cv-00018 document #: 1 filed: 01/11/24 page 1 of 6 2 13, which requires a party challenging an arbitration award in wisconsin to file such challenge within 3 months after the award is filed or delivered. trachte received the award on december 1, 2023, and the amended award on december 11,",contradiction,one-implicit-one-explicit,Does trachte engaging in commerce or an industry affecting commerce follows trachte engaging in actions that led to the hiring of local 565 members for their operations?
"approximately one month later, in june 2021, ms. arvan went out onto the floor and walked past the roll tunnel. as she did so, she noticed that rivera was pushing the rolls of paper (which weigh thousands of pounds) with his hands. ms. arvan, consistent with the the companys requirement that managers intervene when they observe unsafe behavior, approached rivera to address his unsafe conduct. ms. arvan told rivera that the rolls were too heavy to be pushed with his hands. he responded that she was picking on him. ms. arvan said no, she was simply trying to have a case: 1:22-cv-00174-sjd doc #: 4 filed: 04/04/22 page: 7 of 16 pageid #: 111 8 safety discussion with him. ms. arvan advised rivera that he should not be pushing rolls, that his conduct was unsafe and that he could get hurt. she advised him that he needed to use a roll pusher. when ms. arvan advised him that the roll actually weighed 3,700 pounds and that he needed to use a roll pusher, he became more agitated and disrespectful and rolled his eyes at ms. arvan. ms. arvan said, dont roll your eyes at me.",contradiction,one-implicit-one-explicit,Does rivera's continued pushing of the rolls is follows with ms. arvan's attempt to have a safety discussion with him?
", ""on or about february 19, 2021, defendants martinez, allen, blondin, wallace, bryant and galloway signed a letter endorsing defendant cervantes that cervantes posted on her campaign website. in the letter, defendants make clear that they believed that pantoja orchestrated andermans nomination and stated that pantojas actions in endorsing anderman threatens to tear our union apart at a time when our members during the campaign, defendant richard johnsen, who had been promoted to be defendant ip martinezs chief of staff, stated that pantoja would be removed from his position as gvp-transportation because of his opposition to defendant cervantes. on or about march 19, 2021, the iam provided some of the documents pantoja requested in redacted form and withheld a number of the requested weekly expense reports.\",contradiction,one-implicit-one-explicit,Does the iam reviewing the documents follows providing some documents to pantoja?
"the union members concerted refusal to work is a violation of the contracts and interfered with patient care and caused the hospital damages. count i breach of contract section 301 of the lmra, 29 u.s.c. 185 the union authorized the union members concerted refusal to pick up extra shifts on holidays. upon information and belief, the union authorized the union members concerted action of storming meetings and offices during work hours. case 3:23-cv-00466 document 1 filed 04/13/23 page 7 of 10 8",contradiction,one-implicit-one-explicit,Does the union members' concerted refusal to work follows the disruption of normal operations at the hospital?
", ""on or about february 19, 2021, defendants martinez, allen, blondin, wallace, bryant and galloway signed a letter endorsing defendant cervantes that cervantes posted on her campaign website. in the letter, defendants make clear that they believed that pantoja orchestrated andermans nomination and stated that pantojas actions in endorsing anderman threatens to tear our union apart at a time when our members during the campaign, defendant richard johnsen, who had been promoted to be defendant ip martinezs chief of staff, stated that pantoja would be removed from his position as gvp-transportation because of his opposition to defendant cervantes. on or about march 19, 2021, the iam provided some of the documents pantoja requested in redacted form and withheld a number of the requested weekly expense reports.\",contradiction,one-implicit-one-explicit,Does the event of martinez promoting johnsen as his chief of staff precedes the implicit event of martinez deciding to do so?
"on march 27, 2017, defendant caused the plan to lend $2,000 to volk electric, at 4% interest. the note was unsecured and was payable on march 27, on april 27, 2017, defendant caused the plan to lend $14,000 to volk electric, at 4% interest. the note was unsecured and was payable on april 27, on september 26, 2017, defendant caused the plan to lend $3,000 to volk electric, at 4% interest. the note was unsecured and was payable on september 26,",contradiction,one-implicit-one-explicit,"Does the defendant agreeing to lend money to volk electric follows the actual lending of $2,000 on march 27,?"
"pbgc repeats and realleges each and every allegation contained in the preceding paragraphs. case 3:24-cv-01532 document 1 filed 03/13/24 page 6 of 9 7 complaint case no. 3:24-cv-1532 1 2 3 4 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 by causing the plan to loan plan assets to volk electric, the defendant violated his duty under section 1104(a)(1)(a) to discharge his duties solely in the interest of participants and beneficiaries. case 3:24-cv-01532 document 1 filed 03/13/24 page 7 of 9 8 complaint case no. 3:24-cv-1532 1 2 3 4 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 the defendant failed to take any action to seek repayment of the assets that were transferred from the plan to volk electric.",contradiction,one-implicit-one-explicit,Does the defendant's failure to take any action to seek repayment of the assets precedes the transfer of assets from the plan to volk electric?
"however, after speaking with defendant ip martinez and being persuaded that he would support pantojas efforts to place lodge 2198 under supervision and to stop corruption at the iam, pantoja agreed not to run against defendant cervantes.\ , ""after the election, pantoja formally asked the executive council to place local 2198 under supervision. defendant gst cervantes, through defendant bryant, who was the gvp assigned to assist her, opposed supervision and campaigned to have the executive council case 1:22-cv-02512 document 1 filed 08/22/22 page 6 of 18 7 vote against taking any action. despite defendant ip martinezs assurances to pantoja that he would help to stop the corruption at local 2198, the executive council rejected pantoja s motion."", ""several months later, pantoja again demanded that the iam take remedial action; and, the executive council finally voted to impose supervision. ultimately, local lodge 2198 filed a 2018 form lm-2 with the u.s. department of labor, in which it acknowledged that there was a shortage attributable to local lodge 2198",contradiction,one-implicit-one-explicit,Does pantoja's demanding for supervision follows the executive council realizing the need for supervision?
"however, after speaking with defendant ip martinez and being persuaded that he would support pantojas efforts to place lodge 2198 under supervision and to stop corruption at the iam, pantoja agreed not to run against defendant cervantes.\ , ""after the election, pantoja formally asked the executive council to place local 2198 under supervision. defendant gst cervantes, through defendant bryant, who was the gvp assigned to assist her, opposed supervision and campaigned to have the executive council case 1:22-cv-02512 document 1 filed 08/22/22 page 6 of 18 7 vote against taking any action. despite defendant ip martinezs assurances to pantoja that he would help to stop the corruption at local 2198, the executive council rejected pantoja s motion."", ""several months later, pantoja again demanded that the iam take remedial action; and, the executive council finally voted to impose supervision. ultimately, local lodge 2198 filed a 2018 form lm-2 with the u.s. department of labor, in which it acknowledged that there was a shortage attributable to local lodge 2198",contradiction,one-implicit-one-explicit,Does the executive council realizing the need for supervision precedes pantoja's demanding for supervision?
"unum life insurance company of america denied plaintiffs claim for disability benefits. plaintiff appealed unum life insurance company of 2 [a]n entity that is both the claims administrator and payor of benefits has a conflict of interest. jones v. mountaire corp. long term disability plan, 542 f. 3d 234, 240 (8th cir. 2008). moreover, as the supreme court has held, that conflict must be weighed as a factor in determining whether there is an abuse of discretion. metro. life ins. co. v. glenn, 128 s. ct. 2343, 2348 (2008) (emphasis added). case 0:23-cv-02268 doc. 1 filed 08/01/23 page 3 of 7 4 americas decision, but unum life insurance company of america denied plaintiffs appeal on june 6, unum life insurance company of americas decision to deny disability benefits was unreasonable, irrational, wrongful, contrary to the terms of the plan, contrary to the evidence and contrary to law, as demonstrated by the following non-exhaustive examples: a. unum life insurance company of america failed to have plaintiff independently examined, and instead relied on the opinion of a medical professional who merely reviewed plaintiffs medical records and rejected the opinion of plaintiffs treating physician; b. unum life insurance company of america relied on the opinion of a medical professional who was financially biased by their relationship with unum life insurance company of america and as such unable to offer an unbiased opinion; c. unum life insurance company of america relied on the opinion of a medical professional that was not supported by substantial case 0:23-cv-02268 doc. 1 filed 08/01/23 page 4 of 7 5 evidence in the claim file, and was inconsistent with the overall evidence in the record; d. unum life insurance company of america relied on the opinion of a medical professional who was not qualified to refute the findings of plaintiffs physicians; e. unum life insurance company of america ignored obvious medical evidence and took selective evidence out of context as a means to deny plaintiffs claim; f. unum life insurance company of america ignored and/or misrepresented the opinions of plaintiffs treating physicians. unum life insurance company of americas failure to provide plaintiff with disability benefits has caused plaintiff to be deprived of those benefits from february 14, 2022 to the present. plaintiff will continue to be case 0:23-cv-02268 doc. 1 filed 08/01/23 page 5 of 7 6 deprived of those benefits, and accordingly will continue to suffer future damages in an amount to be determined.",contradiction,one-implicit-one-explicit,Does the plaintiff providing medical evidence to unum life insurance company of america follows the company's decision to deny the plaintiff's claim for disability benefits?
"unum life insurance company of america denied plaintiffs claim for disability benefits. plaintiff appealed unum life insurance company of 2 [a]n entity that is both the claims administrator and payor of benefits has a conflict of interest. jones v. mountaire corp. long term disability plan, 542 f. 3d 234, 240 (8th cir. 2008). moreover, as the supreme court has held, that conflict must be weighed as a factor in determining whether there is an abuse of discretion. metro. life ins. co. v. glenn, 128 s. ct. 2343, 2348 (2008) (emphasis added). case 0:23-cv-02268 doc. 1 filed 08/01/23 page 3 of 7 4 americas decision, but unum life insurance company of america denied plaintiffs appeal on june 6, unum life insurance company of americas decision to deny disability benefits was unreasonable, irrational, wrongful, contrary to the terms of the plan, contrary to the evidence and contrary to law, as demonstrated by the following non-exhaustive examples: a. unum life insurance company of america failed to have plaintiff independently examined, and instead relied on the opinion of a medical professional who merely reviewed plaintiffs medical records and rejected the opinion of plaintiffs treating physician; b. unum life insurance company of america relied on the opinion of a medical professional who was financially biased by their relationship with unum life insurance company of america and as such unable to offer an unbiased opinion; c. unum life insurance company of america relied on the opinion of a medical professional that was not supported by substantial case 0:23-cv-02268 doc. 1 filed 08/01/23 page 4 of 7 5 evidence in the claim file, and was inconsistent with the overall evidence in the record; d. unum life insurance company of america relied on the opinion of a medical professional who was not qualified to refute the findings of plaintiffs physicians; e. unum life insurance company of america ignored obvious medical evidence and took selective evidence out of context as a means to deny plaintiffs claim; f. unum life insurance company of america ignored and/or misrepresented the opinions of plaintiffs treating physicians. unum life insurance company of americas failure to provide plaintiff with disability benefits has caused plaintiff to be deprived of those benefits from february 14, 2022 to the present. plaintiff will continue to be case 0:23-cv-02268 doc. 1 filed 08/01/23 page 5 of 7 6 deprived of those benefits, and accordingly will continue to suffer future damages in an amount to be determined.",contradiction,one-implicit-one-explicit,Does unum life insurance company of america's denial of the plaintiff's claim for disability benefits precedes the plaintiff's submission of medical evidence?
", ""on or about february 19, 2021, defendants martinez, allen, blondin, wallace, bryant and galloway signed a letter endorsing defendant cervantes that cervantes posted on her campaign website. in the letter, defendants make clear that they believed that pantoja orchestrated andermans nomination and stated that pantojas actions in endorsing anderman threatens to tear our union apart at a time when our members during the campaign, defendant richard johnsen, who had been promoted to be defendant ip martinezs chief of staff, stated that pantoja would be removed from his position as gvp-transportation because of his opposition to defendant cervantes. on or about march 19, 2021, the iam provided some of the documents pantoja requested in redacted form and withheld a number of the requested weekly expense reports.\",contradiction,one-implicit-one-explicit,Does the decision to promote johnsen follows the event of martinez promoting johnsen as his chief of staff?
"despite no change in audreys need for daily skilled nursing services and no change in the language of the plan, after january 22, 2021 bcbsil began denying mr. lous claims for audreys care. on february 16, 2021, bcbsil denied mr. lous request for benefits for the period from january 28, 2021 through april 30, as grounds for denying the benefits, bcbsils denial letter stated only that [b]ased on your plan, our records show that the proposed services are not a covered benefit. because of this, any claims for these services would not be eligible for reimbursement. on april 13, 2021, maxim healthcare services (maxim), the provider of skilled nursing services to audrey, submitted an administrative appeal of bcbsils claim denial on mr. lous behalf. in support of its appeal, maxim submitted letters of medical necessity from dr. john takayama, audreys primary care physician, and dr. ngoc ly, audreys pulmonologist and chief of pediatric pulmonology at ucsf benioff childrens hospital. the letters both (1) established audreys ongoing need for daily skilled nursing care; and (2) evidenced the fact that audreys need for daily skilled nursing care had not changed nor diminished over the period for which claims were submitted. mr. lou and his wife also personally attested to audreys ongoing need for daily medical assessment and skilled nursing care in support of the appeal. maxim also submitted extensive nursing care documentation evidencing audreys need for daily skilled nursing care.",contradiction,one-implicit-one-explicit,Does mr. lou realized the change in bcbsil's approach to covering audrey's skilled nursing services precedes bcbsil denied his claims?
"plaintiff, trachte building systems, inc. (trachte) brings this action against defendant sheet metal air, rail and transportation workers local 565 (local 565) to vacate an arbitration award (award) and amended arbitration award (amended award) entered in smart local 565 v. trachte building systems, inc., case id trachte is an employer within the meaning of the lmra, 29 u.s.c. 152(2), and is engaged in commerce or an industry affecting commerce within the meaning of 29 u.s.c. 152(6) and (7). trachte is a wisconsin corporation engaged in the design, manufacture, and erection of durable, pre-engineered, and customized steel self-storage systems. its headquarters are located at 314 wilburn road, sun prairie, wisconsin, 53590, and its operations include a production plant in sun prairie, wisconsin (the sun prairie plant). case: 3:24-cv-00018 document #: 1 filed: 01/11/24 page 1 of 6 2 13, which requires a party challenging an arbitration award in wisconsin to file such challenge within 3 months after the award is filed or delivered. trachte received the award on december 1, 2023, and the amended award on december 11,",contradiction,one-implicit-one-explicit,Does the event of brings (plaintiff action against defendant) is follows with vacate (an arbitration award and amended arbitration award)?
"plaintiff, trachte building systems, inc. (trachte) brings this action against defendant sheet metal air, rail and transportation workers local 565 (local 565) to vacate an arbitration award (award) and amended arbitration award (amended award) entered in smart local 565 v. trachte building systems, inc., case id trachte is an employer within the meaning of the lmra, 29 u.s.c. 152(2), and is engaged in commerce or an industry affecting commerce within the meaning of 29 u.s.c. 152(6) and (7). trachte is a wisconsin corporation engaged in the design, manufacture, and erection of durable, pre-engineered, and customized steel self-storage systems. its headquarters are located at 314 wilburn road, sun prairie, wisconsin, 53590, and its operations include a production plant in sun prairie, wisconsin (the sun prairie plant). case: 3:24-cv-00018 document #: 1 filed: 01/11/24 page 1 of 6 2 13, which requires a party challenging an arbitration award in wisconsin to file such challenge within 3 months after the award is filed or delivered. trachte received the award on december 1, 2023, and the amended award on december 11,",contradiction,one-implicit-one-explicit,"Does trachte engaging in commerce or an industry affecting commerce follows trachte engaging in the design, manufacture, and erection of steel self-storage systems?"
