1. Events in the passive voice,2. Nominalized events,3. Events in a subordinate clause,4. Events in a condition,5. Events that are counterfactuals,6. Events that are in direct speech,7. Events that are in indirect speech,8. Events that come with a citation,9. Events that are paraphrased,10. Dates,11. Tense of the verbs in the text,12. Aspectual markers of the verbs,13. Events that are in the future and speculative,text,6. Events in direct speech,7. Events in indirect speech,11. Tense of the verbs,12. Aspectual markers,4. Events that are in a condition,"12. Aspectual markers of the verbs"": {""was"
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",Kim 's teacher loved the humor in her report about wombats. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",Mary 's granddaughter Lucy was in the garden.,,,,,,
"""no""","""yes""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past perfect""","""had been (perfect aspect)""","""no""",The girl had been bored for weeks.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""",Lucy had a pet watermelon she painted a face on.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",Mary watched as the girl placed the watermelon in a car seat.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""",[],"""no""","Mary tried not to, but she had to laugh at the absurdity of it. ",,,,,,
,,,,,,,,,,,,,"One day, Ernie went on a walk in the park. ",,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",Ernie walked by the tennis courts and saw two beautiful women playing.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""",,"""no""","He had never played tennis before, but he decided to learn. ",,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""The next day""","""Past""","""Simple aspect""","""no""","The next day he went to the park, and the ladies were there again. ",,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""",,"""no""","They invited him to join them, and eventually one became his wife.",,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""perfective""","""no""",I woke up,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",and I was very hungry.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",I went to the kitchen to make breakfast.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""",I got eggs and sausage from the fridge.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""",I cooked the food and made toast and poured a glass of milk.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","[""simple""]","""no""",I sat down and enjoyed the meal. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""",Jenny 's dad took her to the pound to pick out a kitten.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",She found the perfect kitten but there was a problem.,,,,,,
"""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""",[],"""Past""","""Simple""","""No""",Her kitten was in the same cage as a friend.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""",She did n't want to break them up.,,,,,,
"""no""","""no""","""yes""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""Past""","[""Simple""]","""no""",She was delighted when her dad said they could take both home. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""progressive""","""no""",Ana was playing in the snow with her brother.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""progressive""","""no""",They were having a snowball fight.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""","Suddenly, Anna felt a pain in her cheek.",,,,,,
"""no""","""no""","""yes""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""perfective ('had had')""","""no""",She saw that the snowball had had a rock in it.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",Her brother apologized and they quit fighting. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""Present""","""None""","""no""",Mary loves to buy ice cream from the Ice Cream Truck.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""",One day Mary bought a snow cone from the truck.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""continuous""","""no""",She was enjoying her snow cone.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",Unfortunately Mary accidentally dropped her cone.,,,,,,
"""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""",[],"""Past""","""gave - simple aspect""","""No""",The driver of the Ice cream Truck was nice and gave Mary another one. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",Gina arrived early for her interview and waited near the door.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",A man came to the door and looked at her.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""no explicit markers""","""no""",She smiled and joked with him before opening the door.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",He introduced himself as the restaurant manager.,,,,,,
"""No""","""Yes""","""No""","""No""","""Yes""","""No""","""No""","""No""","""No""",[],"""Past""","""The modal 'may' has a speculative aspect""","""Yes""",Gina was worried the joking may have hurt her chances. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",Tony needed to buy his grandma a birthday present.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",He went to her favorite bakery.,,,,,,
"""yes""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""perfective aspect (completed action: 'were sold')""","""no""",They were sold out of her favorite cake.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""yes""","""no""","""no""",[],"""past""","""none""","""no""",The owner told Tony how to make it himself.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",His elated grandma could n't tell the difference! ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""progressive""","""no""",Gary was walking his dog on the sidewalk.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""",,"""no""",The dog managed to break through the leash and ran away.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",It ran towards a crowded street with a traffic.,,,,,,
"""No""","""No""","""Yes""","""No""","""No""","""No""","""No""","""No""","""No""",[],"""Past""","""Progressive ('was driving')""","""No""",A man hit the dog on the side while he was driving.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""",[],"""no""","Since he only felt a small thud, he did n't bother to stop.",,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""yes""",Susie wanted to open up a convenience store.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""yes""","""no""","""no""",[],"""past""","""none""","""no""",But she really needed a loan for that.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""",So she went to loan office.,,,,,,
"""no""","""no""","""no""","""yes""","""no""","""no""","""no""","""no""","""no""",[],"""Past""","""Imperfect (was not sure)""","""yes""",She was not sure she would get it.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",But she was almost instantly approved. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""perfective""","""no""",Mary bought a ticket to see the new Star Wars movie.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",She was so excited she peed her pants!,,,,,,
"""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""",[],"""Past""","""Simple""","""No""","By the time she changed, it was too late to see the opening. ",,,,,,
"""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""",[],"""Past""","""Modal (was able)""","""No""",Mary was able to catch the next show.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""Past""","""none""","""no""",She thought it was everything it was hyped to be. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",Laura wanted to adopt a kitten.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect (found)""","""no""",She found one she really liked with black and gray spots.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past tense""","""none""","""no""",The owner decided not to adopt the kitten out.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",Laura went home feeling defeated.,,,,,,
"""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""",[],"""Past""","""None""","""No""",The owner called a day later to say she had changed her mind. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect (decided)""","""no""",Zach decided to cook popcorn.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",He put the bag in the microwave.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""simple past""","""none""","""no""",He entered the time.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple past""","""no""","However, he started smelling smoke. ",,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""simple past""","""none""","""no""",Zach accidentally entered the wrong time. ,,,,,,
"""no""","""no""","""no""","""no""","""yes""","""no""","""no""","""no""","""no""",[],"""conditional past""","""modal 'would' indicating repeated or habitual action""","""yes""",Harry would forget lots of things.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""yes""","""no""","""no""",[],"""past""","""subjunctive ('keep')""","""no""",His friends suggested he keep an agenda.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",Harry agreed.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",He decided to buy a notepad.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""","Now, Harry was much better at remembering things.",,,,,,
"""no""","""no""","""no""","""no""","""no""","""yes""","""no""","""no""","""no""",[],"""present""","""habitual (indicated by 'never')""","""no""",I never sit in a chair normally.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","[""a minute ago""]","""past""","[""simple past""]","""no""",I sat down a minute ago and pulled my feet up.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""",[],"""no""",I balanced one foot underneath me.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""",Then I put my knee up by my chest.,,,,,,
"""no""","""no""","""yes""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""",,"""no""",I sat there resembling a monkey while I worked. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""",Randy was a radio repairman and could fix just about anything.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""progressive ('was slowing down')""","""no""",His business was slowing down because people no longer used radios.,,,,,,
,,,,,,,,,,,,,He had to think about how to keep his business going.,,,,,,
"""no""","""yes""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past tense""","""no specific aspectual markers""","""no""",He took up learning to repair portable phones and computers.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""present""","""simple""","""no""",Now instead of radios he repairs the phones and computers. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",Nia broke her leg.,,,,,,
"""yes""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""aspectual marker of necessity ('had to')""","""no""",She had to get a cast put on it.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""Past""","""Simple""","""no""",She was awkward at first wearing it.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",But soon she grew used to it.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""could (modal verb indicating ability)""","""no""","Before long, she could walk with ease!  ",,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""progressive""","""no""",Dana 's grandfather was bringing her to school.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""Simple aspect: had, Past perfective""","""no""",He had an old loud truck.,,,,,,
"""no""","""no""","""no""","""no""","""no""",,,"""no""","""no""",[],"""past""","""none""","""no""",Dana was embarrassed of the truck.,"""no""","""no""",,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""yes""","""no""","""no""",[],"""past""","""none""","""no""",She told her grandfather to park a block down the road.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",Dana walked the rest of the way to school. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""modal verb 'had to', indicating necessity""","""no""",Kim had to do a report on a mammal for her biology class.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",She decided to do her report on wombats.,,,,,,
"""no""","""no""","""yes""","""no""","""no""","""no""","""yes""","""no""","""no""",[],"""past""","""simple""","""no""","After reading about wombats, she thought that they were hilarious. ",,,,,,
"""no""","""yes""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",She included a lot of humor in her written report about wombats.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",Kim 's teacher loved the humor in her report about wombats. ,,,,,,
"""no""","""no""","""yes""","""no""","""no""","""no""","""yes""","""no""","""no""",[],"""past""","""progressive""","""yes""",Tommy promised me that he was going to draw a good sketch of me.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple past""","""no""",He took several minutes to write everything out.,,,,,,
"""no""","""no""","""yes""","""no""","""no""","""no""","""yes""","""no""","""no""",[],"""past""",,"""no""","When he was done with the outline, he showed it to me. ",,,,,,"""no specific aspect"""
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""perfective""","""no""",It ended up being my face on top of a banana.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",I ripped the page and threw it away. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""perfective (loved)""","""no""",Lucy and her friends loved getting her friends together for a party.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",Tonight they decided to have a pizza party.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple past""","""no""",The girls got the ingredients together to make the pies.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""","When they were done, they put them in the oven. ",,,,,,
"""yes""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""","After a half hour, the pizzas were golden brown.",,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""present""","""progressive (is walking)""","""no""",Michelle is walking home from the club.,,,,,,
"""no""","""no""","""yes""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""Present""","""Progressive aspect ('feels' is indicating ongoing action)""","""no""",While walking she feels someone grab her arm.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""present""","""simple aspects (no progressive or perfect markers)""","""no""",They turn her around and point a gun at her.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""Past""","""Simple""","""no""",They demanded her purse.,,,,,,
"""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""",[],"""Present""","""Simple Aspect""","""No""",She gives them her purse and is robbed. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""present""","""None""","""yes""",Martin realizes that he needs to get more exercise.,,,,,,
"""no""","""no""","""no""","""no""","""no""",,,"""no""","""no""",[],"""present""","""simple aspect""","""yes""",He decides to have a walk around the block before he goes to bed.,"""no""","""no""",,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",That night he sleeps more deeply than normal.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""simple present""","""none""","""yes""",He decides to take a walk every night before going to bed.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""present""","""progressive ('is getting')""","""no""",Martin is very happy he is getting more exercise. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""habitual aspect (used to)""","""no""",I used to smoke when I was younger.,,,,,,
"""no""","""no""","""no""","""yes""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""habitual aspect""","""no""",No matter the weather I never smoked inside.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""progressive (was lighting)""","""no""",One day I was lighting a cigarette as i walked out the door.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""",I looked up and saw three federal agents standing next to me.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",It turned out they were looking for the previous tenant. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",Ellie lived on a potato farm.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""",One year she decided to farm lettuce too.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""",The potatoes grew very well.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",The lettuce did not grow at all.,,,,,,
,,,,,,,,,,,,,Ellie decided to stick to potato farming in the future. ,,,,,,
"""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""",[],"""Past Perfect""","""Perfect aspect (had gotten)""","""No""",Bob 's granddaughter had gotten lost.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""past perfect ('had'), past simple ('was')""","""no""","He had her now, but she was still afraid.",,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",He wanted to calm the child 's mind.,,,,,,
"""no""","""yes""","""yes""","""no""","""no""","""no""","""yes""","""no""","""yes""",[],"""past""","""none specific""","""no""",He told her a story of being lost for half a day as a child.,,,,,,
"""no""","""no""","""yes""","""yes""","""yes""","""no""","""no""","""no""","""no""",[],"""past""",[],"""no""",The story made the girl smile even if it were a lie. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",Jill studied all week for her math test.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",She stayed up studying the cold night before too.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""","The morning of the test, she woke up sick.",,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""",But she went to school anyway.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",Jill 's teacher allowed her to take the test at home. ,,,,,,
"""no""","""yes""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""Needed indicates modality and necessity with a perfective aspect as the focus is on the necessity rather than the process""","""no""",Griffin needed to write a book report for school.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",He went to the library to find a book.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",He found an interesting book about Abraham Lincoln.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","[""progressive aspect (started to read)"", ""simple aspect (fell asleep)""]","""no""","Griffin started to read the book, but fell asleep. ",,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","[""simple""]","""no""","When he woke, Griffin decided to pick a different topic.",,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",Tony needed to buy his grandma a birthday present.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",He went to her favorite bakery.,,,,,,
"""yes""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""were (past tense of 'be', indicating past progressive aspect)""","""no""",They were sold out of her favorite cake.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""yes""","""no""","""no""",[],"""past""","""none""","""no""",The owner told Tony how to make it himself.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""",[],"""no""",His elated grandma could n't tell the difference! ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""present""","""present simple""","""no""",Jack has a test in science.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""present perfect""","""progressive aspect ('been studying')""","""no""",He has been studying all week.,,,,,,
"""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""",[],"""Present""","""Simple""","""No""",He still does not feel ready.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",Jack got to his test and failed.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""yes""","""no""","""no""","""no""",[],"""past""","""none""","""no""",He begged his teacher for a retake and she said no. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",Henry had several seconds to shoot the ball.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""He could n't get - modal verb phrase indicating inability, ran through - simple past indicating completed action""","""no""",He could n't get through the double team so he ran through them.,,,,,,
"""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""",[],"""Past""","""Simple aspect""","""No""",He got fouled by one of the opponents but ended up throwing the ball.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",The ball landed into the hoop.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""no aspectual markers""","""no""",His team ran towards him to congratulate him. ,,,,,,
"""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""",[],,"""No specific markers""","""Yes""",The players were excited about the upcoming game.,,,"""Past simple""",,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""progressive (were playing)""","""no""",They were playing their biggest rivals.,,,,,,
"""no""","""no""","""no""","""yes""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""future-in-the-past""","""yes""",They needed this win to make sure they 'd make the playoffs.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",They put in their best effort all season.,,,,,,
"""no""","""yes""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",This win was the most important win on the year. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""progressive""","""no""",I was sitting in class falling asleep.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""yes""","""no""","""no""",[],"""past""","""simple aspect""","""no""","Suddenly, the teacher asked me a question. ",,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""",I sat there speechless.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""yes""","""no""","""no""",[],"""past""","""simple""","""no""",I randomly told the teacher that two was the answer.,,,,,,
"""yes""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""perfective""","""no""","Surprisingly, I was completely right.",,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""perfective aspect ('needed', completed action); 'did n't have', implies incomplete state/action at past time referenced""","""no""",Samantha really needed a haircut but did n't have much money.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""yes""","""no""","""no""",[],"""past""","""none""","""no""","She asked her parents, but they did n't have much money either. ",,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple past tense (came, raffle off)""","""no""",She came up with an idea to raffle off her radio at school.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",She sold 85 tickets at a quarter a piece.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""","It was just enough for a haircut, and now she looks swell!  ",,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""continuous""","""no""",Susie was trying to find her way home.,,,,,,
"""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""",[],"""Past""","""Simple""","""No""",All the sudden she got lost.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",It upset her.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""perfective""","""no""",She had to rely on her gps.,,,,,,
